name,basekV,latitude,longitude
l2992656,7.2,46.68093756,-119.1043812
l3198347,7.2,46.68887796,-119.1044357
l2839305,7.2,46.68116646,-119.1051966
l2786266,7.2,46.68199478,-119.1058218
l2805035,7.2,46.67887444,-119.1097583
l2973833,7.2,46.68181916,-119.1038052
m1166368,7.2,46.68161568,-119.1020214
l2898515,7.2,46.6875866,-119.1024577
m1166370,7.2,46.68178112,-119.1013127
d6048634-1_int,7.2,46.68084938,-119.0908141
l2727019,7.2,46.67923582,-119.1040989
p830058,7.2,46.6816545,-119.1013184
m1166355,7.2,46.67980144,-119.109635
m1166386,7.2,46.68486282,-119.102033
m1166369,7.2,46.68176208,-119.1046384
l3067506,7.2,46.68529536,-119.1012812
l2898522,7.2,46.68176404,-119.1096385
l2730187,7.2,46.68016964,-119.1032706
l3086098,7.2,46.68090962,-119.1020226
m1166361,7.2,46.68086428,-119.106887
d6023352-1_int,7.2,46.68236962,-119.1084638
m1166373,7.2,46.68186144,-119.1045127
m3032981,7.2,46.6797604,-119.0910751
m1166366,7.2,46.68152696,-119.1013242
l2917333,7.2,46.68339366,-119.1064526
m1186067,7.2,46.68073852,-119.0910683
l3048946,7.2,46.68965676,-119.1025821
l2692661,7.2,46.68176252,-119.107378
l2842383,7.2,46.68237166,-119.1080248
p829978,7.2,46.68170442,-119.1046204
m1166358,7.2,46.68022404,-119.1014661
m1166356,7.2,46.68011148,-119.1041407
m1166374,7.2,46.68187098,-119.1046724
m1166364,7.2,46.68128628,-119.1013504
m1166362,7.2,46.68103922,-119.108839
p895080,7.2,46.68219676,-119.1064137
l3048966,7.2,46.6842702,-119.1028479
m1166375,7.2,46.68205734,-119.1064092
m3032977,7.2,46.68104588,-119.0960884
l2858200,7.2,46.6782843,-119.1092078
m3032980,7.2,46.68033208,-119.0917758
l3030205,7.2,46.6797476,-119.1023517
m1166387,7.2,46.68843754,-119.1025047
l3104856,7.2,46.67933094,-119.1051724
l2989600,7.2,46.68098334,-119.1071373
