name,basekV,latitude,longitude
l2785537,7.2,46.72170324,-119.1894845
l2748157,7.2,46.719548,-119.1905857
q16642_cap,7.2,46.7206,-119.18515
d5860450-1_int,7.2,46.71722154,-119.1892455
r42246,7.2,46.72052652,-119.1852282
l2841632,7.2,46.7176347,-119.1887776
l3197654,7.2,46.72013396,-119.1868665
q16642,7.2,46.72066274,-119.1851203
m1069504,7.2,46.71966492,-119.1863303
p827549,7.2,46.71864692,-119.1877205
l3008279,7.2,46.7203792,-119.1894481
l2691967,7.2,46.72010556,-119.1857518
m1069500,7.2,46.71861344,-119.1876533
m1047574,7.2,46.71780014,-119.1886324
m1047623,7.2,46.71953462,-119.189502
n1140518,7.2,46.71880866,-119.188045
l2764403,7.2,46.71910326,-119.1886363
