name,element,length_unit,z_matrix_real,z_matrix_imag,length,from_bus,to_bus,num_phases,phases,is_switch,is_open,base_kv_LL,line_unit
ln2000200-1,line,3.0,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695663]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853144, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.053587023,m2000200,d2000100_int,3,"{'b', 'c', 'a'}",False,False,12.47,
ln2000300-1,line,3.0,"[[0.6608697905171502, 0.1374993192957336, 0.1420664552636316], [0.1374993192957336, 0.6539991534688784, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391136]]",0.141389705,m2000300,m2000200,3,"{'b', 'c', 'a'}",False,False,12.47,
ln2000400-1,line,3.0,"[[0.6608697905171501, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688783, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695663]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.144270134,m2000400,m2000300,3,"{'b', 'c', 'a'}",False,False,12.47,
ln2000500-1,line,3.0,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.40595335548372335], [0.3661153844245815, 0.40595335548372335, 0.8673003155391137]]",0.153587092,m2000500,m2000400,3,"{'b', 'c', 'a'}",False,False,12.47,
ln2000600-1,line,3.0,"[[0.6608697905171503, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688785, 0.1385183437454221], [0.14206645526363162, 0.1385183437454221, 0.6630065270695665]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853144, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391138]]",0.148451348,m2000600,m2000500,3,"{'b', 'c', 'a'}",False,False,12.47,
ln2000700-1,line,3.0,"[[0.6608697905171503, 0.13749931929573367, 0.14206645526363162], [0.13749931929573367, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695665]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853144, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391137]]",0.113480909,m2000700,m2000600,3,"{'b', 'c', 'a'}",False,False,12.47,
ln2000800-1,line,3.0,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688783, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.142494843,m2000800,m2000700,3,"{'b', 'c', 'a'}",False,False,12.47,
ln2000900-1,line,3.0,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442793, 0.38857912659779587, 0.3661153844245815], [0.38857912659779587, 0.8785278216853142, 0.40595335548372324], [0.3661153844245815, 0.40595335548372324, 0.8673003155391137]]",0.190424348,m2000900,m2000800,3,"{'b', 'c', 'a'}",False,False,12.47,
ln2001000-1,line,3.0,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245816], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391137]]",0.164809323,m2001000,m2000900,3,"{'b', 'c', 'a'}",False,False,12.47,
ln2001100-1,line,3.0,"[[0.6608697905171502, 0.13749931929573367, 0.14206645526363162], [0.13749931929573367, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853144, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391138]]",0.128409309,m2001100,m2001000,3,"{'b', 'c', 'a'}",False,False,12.47,
ln2001200-1,line,3.0,"[[0.6608697905171503, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853143, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391138]]",0.173278528,m2001200,m2001100,3,"{'b', 'c', 'a'}",False,False,12.47,
ln2001300-1,line,3.0,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442793, 0.38857912659779587, 0.3661153844245815], [0.38857912659779587, 0.8785278216853144, 0.40595335548372335], [0.3661153844245815, 0.40595335548372335, 0.8673003155391137]]",0.144834893,m2001300,m2001200,3,"{'b', 'c', 'a'}",False,False,12.47,
ln2001400-1,line,3.0,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853143, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391137]]",0.132894854,m2001400,m2001300,3,"{'b', 'c', 'a'}",False,False,12.47,
ln2001500-1,line,3.0,"[[0.6608697905171501, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853142, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.189243463,m2001500,m2001400,3,"{'b', 'c', 'a'}",False,False,12.47,
ln2000401-1,line,3.0,"[[1.1223015188793086, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8963648536512115, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.048230984,m2000400,m2000401,1,{'a'},False,False,12.47,
ln2000701-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793086, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.048230984,m2000700,m2000701,1,{'b'},False,False,12.47,
ln2000901-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793086]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512115]]",0.048230984,m2000900,m2000901,1,{'c'},False,False,12.47,
ln2001001-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793086, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.048230984,m2001000,m2001001,1,{'b'},False,False,12.47,
ln2001201-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793086]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512115]]",0.048230984,m2001200,m2001201,1,{'c'},False,False,12.47,
ln2001301-1,line,3.0,"[[1.1223015188793086, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8963648536512115, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.048230984,m2001300,m2001301,1,{'a'},False,False,12.47,
ln2001der-1,line,3.0,"[[0.21416201209584257, 0.05579567332747896, 0.057163579603184064], [0.05579567332747896, 0.21213109768802993, 0.05608921874081846], [0.057163579603184064, 0.05608921874081846, 0.21480089260651247]]","[[0.6349571372299504, 0.2748695351570141, 0.24652758275387385], [0.2748695351570141, 0.6523748665904011, 0.29091969611073953], [0.24652758275387385, 0.29091969611073953, 0.6295435753335943]]",0.05,m2001der480-1,m2001der-1,3,"{'b', 'c', 'a'}",False,False,0.48,
ln2001der-2,line,3.0,"[[0.21416201209584257, 0.05579567332747896, 0.057163579603184064], [0.05579567332747896, 0.21213109768802993, 0.05608921874081846], [0.057163579603184064, 0.05608921874081846, 0.21480089260651247]]","[[0.6349571372299504, 0.2748695351570141, 0.24652758275387385], [0.2748695351570141, 0.6523748665904011, 0.29091969611073953], [0.24652758275387385, 0.29091969611073953, 0.6295435753335943]]",0.05,m2001der480-1,m2001der-2,3,"{'b', 'c', 'a'}",False,False,0.48,
ln2001der-3,line,3.0,"[[0.21416201209584257, 0.05579567332747896, 0.057163579603184064], [0.05579567332747896, 0.21213109768802993, 0.05608921874081846], [0.057163579603184064, 0.05608921874081846, 0.21480089260651247]]","[[0.6349571372299504, 0.2748695351570141, 0.24652758275387385], [0.2748695351570141, 0.6523748665904011, 0.29091969611073953], [0.24652758275387385, 0.29091969611073953, 0.6295435753335943]]",0.05,m2001der480-1,m2001der-3,3,"{'b', 'c', 'a'}",False,False,0.48,
ln2001der-4,line,3.0,"[[0.21416201209584257, 0.05579567332747896, 0.057163579603184064], [0.05579567332747896, 0.21213109768802993, 0.05608921874081846], [0.057163579603184064, 0.05608921874081846, 0.21480089260651247]]","[[0.6349571372299504, 0.2748695351570141, 0.24652758275387385], [0.2748695351570141, 0.6523748665904011, 0.29091969611073953], [0.24652758275387385, 0.29091969611073953, 0.6295435753335943]]",0.05,m2001der480-2,m2001der-4,3,"{'b', 'c', 'a'}",False,False,0.48,
ln2001der-5,line,3.0,"[[0.21416201209584257, 0.05579567332747896, 0.057163579603184064], [0.05579567332747896, 0.21213109768802993, 0.05608921874081846], [0.057163579603184064, 0.05608921874081846, 0.21480089260651247]]","[[0.6349571372299504, 0.2748695351570141, 0.24652758275387385], [0.2748695351570141, 0.6523748665904011, 0.29091969611073953], [0.24652758275387385, 0.29091969611073953, 0.6295435753335943]]",0.05,m2001der480-2,m2001der-5,3,"{'b', 'c', 'a'}",False,False,0.48,
2001-mt123,transformer,0.0,"[[0.001, 0, 0], [0, 0.001, 0], [0, 0, 0.001]]","[[0.001, 0, 0], [0, 0.001, 0], [0, 0, 0.001]]",0.001,m2001der480-1,m2001500,3,"{'b', 'c', 'a'}",False,False,0.48,
2001-ess12,transformer,0.0,"[[0.001, 0, 0], [0, 0.001, 0], [0, 0, 0.001]]","[[0.001, 0, 0], [0, 0.001, 0], [0, 0, 0.001]]",0.001,m2001500,m2001der480-2,3,"{'b', 'c', 'a'}",False,False,0.48,
area_1area_88_m2001der480-1,line,,"[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]","[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]",0.001,area_1area_88,m2001der480-1,3,"{'a', 'c', 'b'}",False,False,12.47,3.0
d2000100_int_area_88area_9,line,,"[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]","[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]",0.001,d2000100_int,area_88area_9,3,"{'a', 'c', 'b'}",False,False,12.47,3.0
m2000401_area_88area_89,line,,"[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]","[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]",0.001,m2000401,area_88area_89,3,"{'a', 'c', 'b'}",False,False,12.47,3.0
m2000701_area_88area_90,line,,"[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]","[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]",0.001,m2000701,area_88area_90,3,"{'a', 'c', 'b'}",False,False,12.47,3.0
m2000901_area_88area_91,line,,"[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]","[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]",0.001,m2000901,area_88area_91,3,"{'a', 'c', 'b'}",False,False,12.47,3.0
m2001001_area_88area_92,line,,"[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]","[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]",0.001,m2001001,area_88area_92,3,"{'a', 'c', 'b'}",False,False,12.47,3.0
m2001201_area_88area_93,line,,"[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]","[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]",0.001,m2001201,area_88area_93,3,"{'a', 'c', 'b'}",False,False,12.47,3.0
