name,bus,P1,Q1,P2,Q2,P3,Q3
 ,d5712477-3_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069174,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2841630,0.0,0.0,0.0,0.0,10.17,2.54
138405c0b,l2841629,0.0,0.0,0.0,0.0,15.26,3.83
 ,l3216347,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
 ,l2785523,0.0,0.0,0.0,0.0,6.1,1.53
 ,l3141388,0.0,0.0,0.0,0.0,4.07,1.02
 ,l3626914,0.0,0.0,0.0,0.0,6.1000000000000005,1.5299999999999998
 ,m1089102,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089096,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089093,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089094,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069147,0.0,0.0,0.0,0.0,0.0,0.0
138464c0b,l3066801,0.0,0.0,0.0,0.0,4.07,1.02
138465c0b,l2879055,0.0,0.0,0.0,0.0,4.07,1.02
 ,l2973144,0.0,0.0,0.0,0.0,10.17,2.55
225577437c0b,l2724120,0.0,0.0,0.0,0.0,10.17,2.55
 ,m1069149,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069148,0.0,0.0,0.0,0.0,0.0,0.0
138472c0b,l2673309,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
 ,l2785518,0.0,0.0,0.0,0.0,6.1,1.53
138470c0b,l2766717,0.0,0.0,0.0,0.0,4.07,1.02
2127090c0b,l2954352,0.0,0.0,0.0,0.0,10.17,2.55
