name,basekV,latitude,longitude
d6413567-3_int,7.2,46.64953014,-119.1748333
l3195356,7.2,46.65115006,-119.1717579
m1089115,7.2,46.6521457,-119.1698667
m1069175,7.2,46.6499176,-119.1741067
n1139546,7.2,46.65334524,-119.1659339
l2973158,7.2,46.65421884,-119.1679067
l2860487,7.2,46.65165688,-119.17363
m1069184,7.2,46.65041418,-119.1731885
l3197637,7.2,46.65085278,-119.1747859
n1139545,7.2,46.6513362,-119.1712315
l2991911,7.2,46.65315586,-119.1700845
m1089118,7.2,46.65308232,-119.1673346
p827521,7.2,46.65345092,-119.1660259
m1089119,7.2,46.65352986,-119.1660942
m1089120,7.2,46.65367038,-119.165705
m1069189,7.2,46.65061498,-119.1728172
m1089112,7.2,46.65149384,-119.1712257
n1139541,7.2,46.649595,-119.1747455
l3048208,7.2,46.65248016,-119.1670498
p827520,7.2,46.65142768,-119.1712281
area_24area_19,7.2,46.65142768,-119.1712281
area_19area_18,7.2,46.65142768,-119.1712281
area_19area_20,7.2,46.65142768,-119.1712281
area_19area_75,7.2,46.65142768,-119.1712281
area_19area_76,7.2,46.65142768,-119.1712281
