name,bus,P1,Q1,P2,Q2,P3,Q3
 ,d6413567-3_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1139541,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069175,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069184,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069189,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3195356,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089112,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089115,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089118,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089119,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089120,0.0,0.0,0.0,0.0,0.0,0.0
 ,p827521,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1139546,0.0,0.0,0.0,0.0,0.0,0.0
 ,p827520,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1139545,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3197637,0.0,0.19565339194642664,0.0,0.19565339194642664,4.850695397276429,1.2156533919464267
 ,l2860487,0.0,0.1958137635791697,0.0,0.1958137635791697,6.880695397276428,1.72581376357917
 ,l2991911,0.0,0.1958137635791697,0.0,0.1958137635791697,6.880695397276428,1.72581376357917
 ,l2973158,0.0,0.19453393505904434,0.0,0.19453393505904434,6.880695397276429,1.7145339350590445
 ,l3048208,6.100695397276429,1.5366413218703787,0.0,0.1966413218703785,0.0,0.1966413218703785
 ,area_18area_19,0.0,0.0,0.0,0.0,0.0,0.0
 ,area_19area_20,0.0,0.0,0.0,0.0,0.0,0.0
 ,area_19area_24,0.0,0.0,0.0,0.0,0.0,0.0
 ,area_19area_75,0.0,0.0,0.0,0.0,0.0,0.0
 ,area_19area_76,0.0,0.0,0.0,0.0,0.0,0.0
