name,element,length_unit,z_matrix_real,z_matrix_imag,length,from_bus,to_bus,num_phases,phases,is_switch,is_open,base_kv_LL,line_unit
ln6413567-3,line,3.0,"[[0.27001903752089, 0.10995066546782975, 0.1135384900446312], [0.10995066546782975, 0.26463373510779326, 0.11074699310270608], [0.1135384900446312, 0.11074699310270608, 0.2716982793872438]]","[[0.6959739725759837, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604086, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.014966786,n1139541,d6413567-3_int,3,"{'b', 'c', 'a'}",False,False,12.47,
ln6413567-2,line,3.0,"[[0.27001903752089, 0.10995066546782976, 0.11353849004463121], [0.10995066546782976, 0.26463373510779326, 0.1107469931027061], [0.11353849004463121, 0.1107469931027061, 0.2716982793872438]]","[[0.6959739725759836, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604086, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.043586139,m1069175,n1139541,3,"{'b', 'c', 'a'}",False,False,12.47,
ln6017299-1,line,3.0,"[[0.27001903752089, 0.10995066546782976, 0.11353849004463121], [0.10995066546782976, 0.2646337351077933, 0.1107469931027061], [0.11353849004463121, 0.1107469931027061, 0.2716982793872438]]","[[0.6959739725759836, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604085, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170083]]",0.063876516,m1069184,m1069175,3,"{'b', 'c', 'a'}",False,False,12.47,
ln6108136-1,line,3.0,"[[0.27001903752089, 0.10995066546782975, 0.11353849004463118], [0.10995066546782975, 0.26463373510779326, 0.11074699310270608], [0.11353849004463118, 0.11074699310270608, 0.2716982793872438]]","[[0.6959739725759836, 0.33350978598678466, 0.30827065787452285], [0.33350978598678466, 0.7087291002604086, 0.35025852041852196], [0.30827065787452285, 0.35025852041852196, 0.6920213416170082]]",0.025828657,m1069189,m1069184,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5501088-1,line,3.0,"[[0.27001903752089007, 0.10995066546782976, 0.11353849004463122], [0.10995066546782976, 0.2646337351077933, 0.1107469931027061], [0.11353849004463122, 0.1107469931027061, 0.2716982793872439]]","[[0.6959739725759837, 0.3335097859867847, 0.30827065787452296], [0.3335097859867847, 0.7087291002604086, 0.35025852041852196], [0.30827065787452296, 0.35025852041852196, 0.6920213416170083]]",0.072285373,l3195356,m1069189,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5863823-1,line,3.0,"[[0.27001903752089, 0.10995066546782976, 0.11353849004463121], [0.10995066546782976, 0.26463373510779326, 0.11074699310270608], [0.11353849004463121, 0.11074699310270608, 0.2716982793872438]]","[[0.6959739725759837, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604085, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.039290988,m1089112,l3195356,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5593234-1,line,3.0,"[[0.27001903752089007, 0.10995066546782976, 0.11353849004463121], [0.10995066546782976, 0.26463373510779326, 0.1107469931027061], [0.11353849004463121, 0.1107469931027061, 0.27169827938724384]]","[[0.6959739725759837, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604086, 0.350258520418522], [0.3082706578745229, 0.350258520418522, 0.6920213416170082]]",0.091503606,m1089112,m1089115,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5835143-1,line,3.0,"[[0.27001903752089, 0.10995066546782976, 0.1135384900446312], [0.10995066546782976, 0.26463373510779326, 0.1107469931027061], [0.1135384900446312, 0.1107469931027061, 0.27169827938724384]]","[[0.6959739725759836, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604086, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.16170829,m1089115,m1089118,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5683823-1,line,3.0,"[[0.27001903752089, 0.10995066546782975, 0.1135384900446312], [0.10995066546782975, 0.26463373510779326, 0.1107469931027061], [0.1135384900446312, 0.1107469931027061, 0.27169827938724384]]","[[0.6959739725759836, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604085, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.078884003,m1089118,m1089119,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5472360-1,line,3.0,"[[0.27001903752089, 0.10995066546782976, 0.1135384900446312], [0.10995066546782976, 0.26463373510779326, 0.11074699310270608], [0.1135384900446312, 0.11074699310270608, 0.27169827938724384]]","[[0.6959739725759836, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604086, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.057934318,m1089119,m1089120,3,"{'b', 'c', 'a'}",False,False,12.47,
