name,bus,P1,Q1,P2,Q2,P3,Q3
 ,m1047300,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026329,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026328,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026330,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026331,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026333,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2973162,0.0,0.0,5.84,1.46,0.0,0.0
 ,m1026341,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026347,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3235275,0.0,0.0,9.73,2.44,0.0,0.0
 ,m1026354,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026356,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026357,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3122849,0.0,0.0,5.84,1.47,0.0,0.0
 ,l2691954,0.0,0.0,9.73,2.4400000000000004,0.0,0.0
 ,m1047292,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1047293,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2763153,8.87,2.23,0.0,0.0,0.0,0.0
 ,l3139121,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1047299,0.0,0.0,0.0,0.0,0.0,0.0
226192684a0b,l3027116,5.32,1.34,0.0,0.0,0.0,0.0
 ,m1047303,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3254238,0.0,0.0,9.73,2.43,0.0,0.0
 ,l2673346,0.0,0.0,0.0,0.0,10.170000000000002,2.55
 ,e182748,0.0,0.0,0.0,0.0,0.0,0.0
 ,d5686080-1_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,p827580,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1145954,0.0,0.0,0.0,0.0,0.0,0.0
 ,d6140778-1_int,0.0,0.0,0.0,0.0,0.0,0.0
302509c0b,l2804261,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
 ,l3178980,0.0,0.0,0.0,0.0,6.1,1.53
302508c0b,l2897779,0.0,0.0,0.0,0.0,10.17,2.55
21399619c0b,l2991943,0.0,0.0,0.0,0.0,10.17,2.55
 ,m1047319,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3048230,0.0,0.0,0.0,0.0,10.17,2.54
 ,l3178997,0.0,0.0,0.0,0.0,6.1,1.53
 ,m1026363,0.0,0.0,0.0,0.0,0.0,0.0
226192175c0b,l3214055,0.0,0.0,0.0,0.0,6.1,1.53
293424c0b,l2766750,0.0,0.0,0.0,0.0,15.260000000000002,3.83
 ,m1047318,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2841637,0.0,0.0,0.0,0.0,10.17,2.55
293427c0b,l3104157,0.0,0.0,0.0,0.0,10.17,2.55
 ,l3254205,0.0,0.0,0.0,0.0,10.17,2.55
2129399c0b,l2991921,0.0,0.0,0.0,0.0,10.17,2.55
 ,l2766726,0.0,0.0,5.84,1.47,0.0,0.0
 ,l2785526,0.0,0.0,5.84,1.47,0.0,0.0
302471a0b,l3085402,13.3,3.34,0.0,0.0,0.0,0.0
 ,m1026394,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026387,0.0,0.0,0.0,0.0,0.0,0.0
 ,m3037452,0.0,0.0,0.0,0.0,0.0,0.0
302468a0b,l2897778,3.55,0.89,0.0,0.0,0.0,0.0
 ,l2991919,5.32,1.34,0.0,0.0,0.0,0.0
 ,m1026361,0.0,0.0,0.0,0.0,0.0,0.0
302410a0b,l3104131,8.870000000000001,2.22,0.0,0.0,0.0,0.0
 ,m1026377,0.0,0.0,0.0,0.0,0.0,0.0
 ,p827531,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026343,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026344,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026366,0.0,0.0,0.0,0.0,0.0,0.0
302412a0b,l3048210,13.3,3.33,0.0,0.0,0.0,0.0
 ,m1026378,0.0,0.0,0.0,0.0,0.0,0.0
302473a0b,l2804252,8.87,2.23,0.0,0.0,0.0,0.0
 ,l3195310,8.870000000000001,2.22,0.0,0.0,0.0,0.0
 ,m1026393,0.0,0.0,0.0,0.0,0.0,0.0
21400185a0b,l2935559,8.870000000000001,2.22,0.0,0.0,0.0,0.0
 ,l3048214,8.87,2.22,0.0,0.0,0.0,0.0
 ,l3122824,5.32,1.33,0.0,0.0,0.0,0.0
302405a0b,l2860489,5.319999999999999,1.34,0.0,0.0,0.0,0.0
 ,l3104132,5.32,1.33,0.0,0.0,0.0,0.0
 ,l2973164,3.55,0.89,0.0,0.0,0.0,0.0
2118808a0b,l3122825,13.3,3.33,0.0,0.0,0.0,0.0
2118822a0b,l2991920,5.32,1.34,0.0,0.0,0.0,0.0
 ,l3104135,5.32,1.34,0.0,0.0,0.0,0.0
 ,n1145955,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026335,0.0,0.0,0.0,0.0,0.0,0.0
2127372a0b,l2804259,8.870000000000001,2.22,0.0,0.0,0.0,0.0
2150172a0b,l2748135,8.87,2.22,0.0,0.0,0.0,0.0
 ,m1026364,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1145956,0.0,0.0,0.0,0.0,0.0,0.0
302392a0b,l3010570,5.32,1.33,0.0,0.0,0.0,0.0
2150189a0b,l2729412,8.87,2.22,0.0,0.0,0.0,0.0
 ,m2000100,0.0,0.0,0.0,0.0,0.0,0.0
