name,basekV,latitude,longitude
m2001006,7.2,46.6072339,-119.204911
m2001002,7.2,46.60897628,-119.2028222
m2001010,7.2,46.60549152,-119.2069997
m2001011,7.2,46.60505594,-119.2075219
m2001003,7.2,46.60854068,-119.2033444
m2001015,7.2,46.60331356,-119.2096106
m2001009,7.2,46.60592712,-119.2064775
m2001005,7.2,46.6076695,-119.2043888
d2001001_int,7.2,46.60941188,-119.2023001
m2001014,7.2,46.60374914,-119.2090884
m2001007,7.2,46.6067983,-119.2054332
m2001012,7.2,46.60462034,-119.2080441
m2001013,7.2,46.60418474,-119.2085663
m2001008,7.2,46.60636272,-119.2059553
m2001004,7.2,46.6081051,-119.2038666
