name,basekV,latitude,longitude
m1047572,7.2,46.7163489,-119.2024587
m1047713,7.2,46.72581752,-119.1997487
m1047688,7.2,46.7230659,-119.1997071
n1136672,7.2,46.71689406,-119.2026152
p828360,7.2,46.7190459,-119.2014976
l3197631,7.2,46.72595268,-119.1965456
n1137002,7.2,46.72412448,-119.2002726
m1047672,7.2,46.7220498,-119.1996963
m1047720,7.2,46.7272853,-119.2004329
p828359,7.2,46.7190387,-119.2014291
l2991908,7.2,46.73174098,-119.1989491
228-961799-3_int,7.2,46.72229622,-119.2033444
l2729206,7.2,46.71924448,-119.2018437
l2841621,7.2,46.73008372,-119.2017728
n1137985,7.2,46.72850566,-119.2018861
l3178972,7.2,46.72339412,-119.2010461
m1047580,7.2,46.7168488,-119.2024421
l2897773,7.2,46.7257639,-119.1986128
l2748127,7.2,46.72579372,-119.1956596
p859135,7.2,46.7240777,-119.1998421
n1137989,7.2,46.73199428,-119.2000379
m1047699,7.2,46.72404478,-119.1997263
l2983432,7.2,46.72472818,-119.2032082
n1137001,7.2,46.72400488,-119.1993262
n1136997,7.2,46.72056216,-119.1998732
n1137003,7.2,46.72580976,-119.1995842
l3178973,7.2,46.73210884,-119.1972789
m1047613,7.2,46.71910334,-119.2014287
l2822866,7.2,46.7226003,-119.1996934
193-46661,7.2,46.7222182,-119.2033895
l3122814,7.2,46.73248794,-119.2002104
m1047724,7.2,46.72869966,-119.2010261
n1136999,7.2,46.72204548,-119.1994218
l2972930,7.2,46.71741032,-119.2017821
l3214064,7.2,46.7280373,-119.2017272
l2929261,7.2,46.72392072,-119.1984819
l2973155,7.2,46.73572682,-119.1998508
l3176656,7.2,46.72810564,-119.2060568
m1047702,7.2,46.72410898,-119.1999522
m1047728,7.2,46.72921498,-119.1995929
l2860484,7.2,46.74142108,-119.2006198
l2897554,7.2,46.72106352,-119.2019877
l2729207,7.2,46.72234322,-119.203319
m1047707,7.2,46.7246371,-119.2015407
l2935555,7.2,46.72580448,-119.1994724
r18241,7.2,46.73814898,-119.1998289
l2860481,7.2,46.73107876,-119.2039677
l3784018,7.2,46.73664148,-119.1998364
m1047669,7.2,46.72200126,-119.1996966
l3027157,7.2,46.734149,-119.199913
d5956471-2_int,7.2,46.71526136,-119.2028222
l3216123,7.2,46.7191977,-119.200972
m1047633,7.2,46.71988188,-119.2035717
l3104123,7.2,46.72059086,-119.2003051
l2766499,7.2,46.7199873,-119.2035805
m1047612,7.2,46.7191023,-119.2014352
n1136028,7.2,46.73733188,-119.1998217
m1047763,7.2,46.7391298,-119.1996992
n1136995,7.2,46.7191372,-119.201216
l3253995,7.2,46.71694598,-119.2028141
l2954345,7.2,46.72630956,-119.201468
n1144664,7.2,46.72312828,-119.1999615
m1047671,7.2,46.72204314,-119.1992708
n1137988,7.2,46.73180288,-119.1996458
n1137987,7.2,46.73106128,-119.2013482
m1047732,7.2,46.73106098,-119.2011435
n1136030,7.2,46.73937544,-119.1996405
n1137005,7.2,46.7285131,-119.2009479
l3027156,7.2,46.73106224,-119.202018
n1136996,7.2,46.72039572,-119.1999101
m1047615,7.2,46.71917326,-119.2009892
l2804255,7.2,46.72918074,-119.1979674
n1136998,7.2,46.72104622,-119.1997047
l2878848,7.2,46.7185311,-119.2034689
p827509,7.2,46.73916434,-119.199767
n1136027,7.2,46.73895752,-119.1994669
l2766719,7.2,46.72110024,-119.1984907
m1047649,7.2,46.72055522,-119.1997687
m1047722,7.2,46.7285426,-119.2017272
m1047593,7.2,46.71763148,-119.2022488
p828362,7.2,46.71694624,-119.202418
l3159645,7.2,46.72463928,-119.2015808
l2935554,7.2,46.72519104,-119.1997118
l2973153,7.2,46.72089578,-119.199706
n1136671,7.2,46.71703344,-119.2023964
n1136029,7.2,46.73921362,-119.1998638
n1136993,7.2,46.71756216,-119.2021026
m1047767,7.2,46.74002766,-119.2014621
m1047725,7.2,46.7287221,-119.200974
l2895449,7.2,46.72731116,-119.2004438
l2876797,7.2,46.73744336,-119.1998185
n1137986,7.2,46.73051884,-119.2014926
l2710511,7.2,46.7220365,-119.198228
m1047737,7.2,46.73183272,-119.1999815
