name,bus,P1,Q1,P2,Q2,P3,Q3
 ,d2000401_int,0.0,0.0,0.0,0.0,0.0,0.0
2000402a0b,m2000402,11.25,6.37,0.0,0.0,0.0,0.0
2000403a0b,m2000403,12.56,7.12,0.0,0.0,0.0,0.0
2000404a0b,m2000404,9.71,5.5,0.0,0.0,0.0,0.0
2000405a0b,m2000405,14.93,8.46,0.0,0.0,0.0,0.0
 ,m2000406,12.6,7.14,0.0,0.0,0.0,0.0
2000407a0b,m2000407,11.92,6.75,0.0,0.0,0.0,0.0
2000408a0b,m2000408,12.44,7.05,0.0,0.0,0.0,0.0
2000409a0b,m2000409,12.98,7.359999999999999,0.0,0.0,0.0,0.0
 ,m2000410,14.49,8.21,0.0,0.0,0.0,0.0
2000411a0b,m2000411,9.98,5.66,0.0,0.0,0.0,0.0
 ,m2000412,19.62,11.12,0.0,0.0,0.0,0.0
2000413a0b,m2000413,10.63,6.03,0.0,0.0,0.0,0.0
 ,m2000414,10.59,6.0,0.0,0.0,0.0,0.0
2000415a0b,m2000415,10.77,6.109999999999999,0.0,0.0,0.0,0.0
