name,basekV,latitude,longitude
m2000405,7.2,46.61289664,-119.210655
m2000403,7.2,46.61376782,-119.2096106
m2000410,7.2,46.61071866,-119.2132659
m2000411,7.2,46.61028306,-119.2137881
m2000415,7.2,46.60854068,-119.2158768
m2000413,7.2,46.60941188,-119.2148324
m2000409,7.2,46.61115426,-119.2127437
d2000401_int,7.2,46.61463902,-119.2085663
m2000408,7.2,46.61158984,-119.2122215
m2000414,7.2,46.60897628,-119.2153546
m2000412,7.2,46.60984748,-119.2143103
m2000407,7.2,46.61202544,-119.2116994
m2000406,7.2,46.61246104,-119.2111772
m2000402,7.2,46.61420342,-119.2090884
m2000404,7.2,46.61333222,-119.2101328
