name,basekV,latitude,longitude
l3065696,7.2,46.69582492,-119.2370447
l2859391,7.2,46.70822786,-119.2412941
m1009742,7.2,46.70682942,-119.2388465
l2914323,7.2,46.70766512,-119.2369847
l2766747,7.2,46.69650362,-119.2349709
e182733,7.2,46.70671908,-119.2419282
l3141412,7.2,46.70088888,-119.2416435
p901972,7.2,46.7066612,-119.2388831
m1009698,7.2,46.7015245,-119.2384826
l3010563,7.2,46.70262986,-119.2386173
m1026779,7.2,46.70326252,-119.2335541
n1147857,7.2,46.70754484,-119.2384666
m1026764,7.2,46.70066602,-119.233348
l3178982,7.2,46.70382038,-119.2400272
l2673322,7.2,46.70782934,-119.240596
l3029500,7.2,46.70061858,-119.2349102
m1009720,7.2,46.70374816,-119.2383667
l2973169,7.2,46.70397018,-119.2348698
l3047059,7.2,46.69348162,-119.233631
l3066821,7.2,46.7007615,-119.2391446
l3216346,7.2,46.70016138,-119.2372363
m1026734,7.2,46.69608578,-119.2359387
m1009771,7.2,46.70765152,-119.2382636
m1009705,7.2,46.70219352,-119.2383701
l3047058,7.2,46.69491544,-119.2343615
m1009726,7.2,46.70543194,-119.2384245
l2766730,7.2,46.70703554,-119.2407773
m1009691,7.2,46.7007896,-119.2402316
l2841623,7.2,46.70262964,-119.2396714
l3101789,7.2,46.70565054,-119.2378077
m1009724,7.2,46.70439314,-119.2384707
m1009715,7.2,46.70334188,-119.2383946
m1009770,7.2,46.70764996,-119.2384108
m1009763,7.2,46.70739112,-119.240763
m1026767,7.2,46.700769,-119.237437
l3156034,7.2,46.70086448,-119.2381333
l3178976,7.2,46.70197088,-119.2334541
d5621886-1_int,7.2,46.71003422,-119.2378242
m1026732,7.2,46.6960205,-119.2347855
m1009784,7.2,46.70851692,-119.2383392
l2689691,7.2,46.70759942,-119.2393629
l2748140,7.2,46.70120528,-119.2403575
l2858163,7.2,46.69869482,-119.2358314
