name,bus,P1,Q1,P2,Q2,P3,Q3
 ,d5803273-1_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2876798,0.0,0.0,9.73,2.44,0.0,0.0
 ,m1069461,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069464,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069468,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3216367,0.0,0.0,9.73,2.44,0.0,0.0
337652b0b,l2991939,0.0,0.0,9.73,2.43,0.0,0.0
337653b0b,l2673308,0.0,0.0,14.59,3.66,0.0,0.0
 ,l2745848,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069481,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069483,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1047480,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1047483,0.0,0.0,0.0,0.0,0.0,0.0
338955b0b,l3010560,0.0,0.0,9.73,2.44,0.0,0.0
 ,m1047484,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1047486,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3122821,0.0,0.0,9.73,2.44,0.0,0.0
 ,m1047485,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2726973,8.87,2.22,0.0,0.0,0.0,0.0
 ,m1047490,0.0,0.0,0.0,0.0,0.0,0.0
338950b0b,l2822872,0.0,0.0,9.73,2.44,0.0,0.0
 ,l3104136,0.0,0.0,5.84,1.4700000000000002,0.0,0.0
 ,m1047497,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3160109,0.0,0.0,9.73,2.44,0.0,0.0
 ,196-29520,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1137992,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3066809,0.0,0.0,0.0,0.0,10.17,2.55
 ,m1069487,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069488,0.0,0.0,0.0,0.0,0.0,0.0
 ,p827503,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069484,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2785517,0.0,0.0,0.0,0.0,4.07,1.02
 ,n1137994,0.0,0.0,0.0,0.0,0.0,0.0
338962c0b,l2748125,0.0,0.0,0.0,0.0,10.17,2.54
 ,l2673303,0.0,0.0,0.0,0.0,6.1,1.53
 ,l2897767,0.0,0.0,0.0,0.0,10.17,2.54
338961c0b,l3254208,0.0,0.0,0.0,0.0,10.170000000000002,2.54
338959c0b,l2954344,0.0,0.0,0.0,0.0,10.17,2.55
 ,m1047478,0.0,0.0,0.0,0.0,0.0,0.0
337713c0b,l2766716,0.0,0.0,0.0,0.0,6.1,1.53
 ,p827505,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1137958,0.0,0.0,0.0,0.0,0.0,0.0
337714c0b,l3254209,0.0,0.0,0.0,0.0,15.26,3.82
 ,l3235245,0.0,0.0,0.0,0.0,6.1,1.53
 ,l2933120,0.0,0.0,0.0,0.0,15.26,3.83
338964c0b,l3104117,0.0,0.0,0.0,0.0,15.26,3.82
 ,m1069494,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3141396,0.0,0.0,0.0,0.0,6.1,1.53
337654c0b,l3066808,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
 ,p827507,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069489,0.0,0.0,0.0,0.0,0.0,0.0
226194262c0b,l2745806,0.0,0.0,0.0,0.0,10.17,2.55
 ,n1137956,0.0,0.0,0.0,0.0,0.0,0.0
337645b0b,l3216342,0.0,0.0,9.73,2.44,0.0,0.0
 ,l2879063,0.0,0.0,9.73,2.44,0.0,0.0
 ,p901912,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069462,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069463,0.0,0.0,0.0,0.0,0.0,0.0
 ,p873787,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3195365,0.0,0.0,0.0,0.0,0.0,0.0
 ,p827504,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1137957,0.0,0.0,0.0,0.0,0.0,0.0
338956a0b,l3104119,8.87,2.22,0.0,0.0,0.0,0.0
