name,bus,P1,Q1,P2,Q2,P3,Q3
 ,d2001201_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,m2001202,0.0,0.0,0.0,0.0,12.43,7.050000000000001
 ,m2001203,0.0,0.0,0.0,0.0,16.02,9.09
2001204c0b,m2001204,0.0,0.0,0.0,0.0,12.95,7.34
 ,m2001205,0.0,0.0,0.0,0.0,8.56,4.85
2001206c0b,m2001206,0.0,0.0,0.0,0.0,10.53,5.96
2001207c0b,m2001207,0.0,0.0,0.0,0.0,8.85,5.02
2001208c0b,m2001208,0.0,0.0,0.0,0.0,11.89,6.73
 ,m2001209,0.0,0.0,0.0,0.0,13.93,7.890000000000001
2001210c0b,m2001210,0.0,0.0,0.0,0.0,13.44,7.619999999999999
2001211c0b,m2001211,0.0,0.0,0.0,0.0,23.42,13.27
2001212c0b,m2001212,0.0,0.0,0.0,0.0,17.880000000000003,10.14
 ,m2001213,0.0,0.0,0.0,0.0,18.08,10.24
 ,m2001214,0.0,0.0,0.0,0.0,16.87,9.57
2001215c0b,m2001215,0.0,0.0,0.0,0.0,21.38,12.12
