name,bus,P1,Q1,P2,Q2,P3,Q3
 ,197,0.0,0.0,0.0,0.0,0.0,0.0
 ,101,0.0,0.0,0.0,0.0,0.0,0.0
s102c,102,0.0,0.0,0.0,0.0,20.0,10.0
 ,105,0.0,0.0,0.0,0.0,0.0,0.0
s103c,103,0.0,0.0,0.0,0.0,40.0,20.0
s104c,104,0.0,0.0,0.0,0.0,40.0,20.0
s106b,106,0.0,0.0,40.0,20.0,0.0,0.0
 ,108,0.0,0.0,0.0,0.0,0.0,0.0
s107b,107,0.0,0.0,40.0,20.0,0.0,0.0
s109a,109,40.0,20.0,0.0,0.0,0.0,0.0
 ,300,0.0,0.0,0.0,0.0,0.0,0.0
 ,110,0.0,0.0,0.0,0.0,0.0,0.0
s111a,111,20.0,10.0,0.0,0.0,0.0,0.0
s112a,112,20.35,10.17,0.0,0.0,0.0,0.0
s113a,113,41.22,20.61,0.0,0.0,0.0,0.0
s114a,114,20.0,10.0,0.0,0.0,0.0,0.0
s114a,area_5area_6,0.0,0.0,0.0,0.0,0.0,0.0
