name,element,length_unit,z_matrix_real,z_matrix_imag,length,from_bus,to_bus,num_phases,phases,is_switch,is_open,base_kv_LL,line_unit
l118,line,0.0,"[[0.087405303, 0.02907197, 0.029924242], [0.02907197, 0.086666667, 0.029545455], [0.029924242, 0.029545455, 0.088371212]]","[[0.201723485, 0.072897727, 0.080227273], [0.072897727, 0.204166667, 0.095018939], [0.080227273, 0.095018939, 0.198522727]]",0.25,197,101,3,"{'c', 'a', 'b'}",False,False,4.16,
l100,line,0.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.251742424]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.255208333]]",0.225,101,102,1,{'c'},False,False,4.16,
l101,line,0.0,"[[0.087405303, 0.02907197, 0.029924242], [0.02907197, 0.086666667, 0.029545455], [0.029924242, 0.029545455, 0.088371212]]","[[0.201723485, 0.072897727, 0.080227273], [0.072897727, 0.204166667, 0.095018939], [0.080227273, 0.095018939, 0.198522727]]",0.275,101,105,3,"{'c', 'a', 'b'}",False,False,4.16,
l102,line,0.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.251742424]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.255208333]]",0.325,102,103,1,{'c'},False,False,4.16,
l103,line,0.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.251742424]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.255208333]]",0.7,103,104,1,{'c'},False,False,4.16,
l104,line,0.0,"[[0.0, 0.0, 0.0], [0.0, 0.251742424, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.255208333, 0.0], [0.0, 0.0, 0.0]]",0.225,105,106,1,{'b'},False,False,4.16,
l105,line,0.0,"[[0.087405303, 0.02907197, 0.029924242], [0.02907197, 0.086666667, 0.029545455], [0.029924242, 0.029545455, 0.088371212]]","[[0.201723485, 0.072897727, 0.080227273], [0.072897727, 0.204166667, 0.095018939], [0.080227273, 0.095018939, 0.198522727]]",0.325,105,108,3,"{'c', 'a', 'b'}",False,False,4.16,
l106,line,0.0,"[[0.0, 0.0, 0.0], [0.0, 0.251742424, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.255208333, 0.0], [0.0, 0.0, 0.0]]",0.575,106,107,1,{'b'},False,False,4.16,
l107,line,0.0,"[[0.251742424, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.255208333, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.45,108,109,1,{'a'},False,False,4.16,
l108,line,0.0,"[[0.087405303, 0.02907197, 0.029924242], [0.02907197, 0.086666667, 0.029545455], [0.029924242, 0.029545455, 0.088371212]]","[[0.201723485, 0.072897727, 0.080227273], [0.072897727, 0.204166667, 0.095018939], [0.080227273, 0.095018939, 0.198522727]]",1.0,108,300,3,"{'c', 'a', 'b'}",False,False,4.16,
l109,line,0.0,"[[0.251742424, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.255208333, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.3,109,110,1,{'a'},False,False,4.16,
l110,line,0.0,"[[0.251742424, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.255208333, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.575,110,111,1,{'a'},False,False,4.16,
l111,line,0.0,"[[0.251742424, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.255208333, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.125,110,112,1,{'a'},False,False,4.16,
l112,line,0.0,"[[0.251742424, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.255208333, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.525,112,113,1,{'a'},False,False,4.16,
l113,line,0.0,"[[0.251742424, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.255208333, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.325,113,114,1,{'a'},False,False,4.16,
area_5area_6_197,line,,"[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]","[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]",0.001,area_5area_6,197,3,"{'a', 'c', 'b'}",False,False,12.47,3.0
