name,element,length_unit,z_matrix_real,z_matrix_imag,length,from_bus,to_bus,num_phases,phases,is_switch,is_open,base_kv_LL,line_unit
ln5712477-3,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.10311253,d5712477-3_int,m1069174,1,{'c'},False,False,12.47,
ln5924697-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6338162917567176]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.896829709606478]]",0.093292651,m1069174,l2841630,1,{'c'},False,False,12.47,
ln5742813-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595094]]",0.058260649,m1069174,l2841629,1,{'c'},False,False,12.47,
ln5833622-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6772307324965752]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9324108992530387]]",0.07367517,m1069174,l3216347,1,{'c'},False,False,12.47,
ln6138605-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6772307324965752]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9324108992530388]]",0.085962768,l3216347,l2785523,1,{'c'},False,False,12.47,
ln5926303-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6772307324965752]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9324108992530388]]",0.09968724,l2785523,l3141388,1,{'c'},False,False,12.47,
ln5926284-2,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6772307324965752]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9324108992530388]]",0.039224937,l3141388,l3626914,1,{'c'},False,False,12.47,
ln5926284-3,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6772307324965754]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9324108992530389]]",0.043214011,l3626914,m1089102,1,{'c'},False,False,12.47,
ln5744324-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595094]]",0.16953267,m1089102,m1089096,1,{'c'},False,False,12.47,
ln5683804-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.087449344,m1089096,m1089093,1,{'c'},False,False,12.47,
ln5593214-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6338162917567174]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8968297096064778]]",0.06061771,m1089093,m1089094,1,{'c'},False,False,12.47,
ln5744323-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6338162917567174]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8968297096064778]]",0.061191262,m1089094,m1069147,1,{'c'},False,False,12.47,
ln6138589-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.036397234,m1069147,l3066801,1,{'c'},False,False,12.47,
ln5653450-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.059709357,m1069147,l2879055,1,{'c'},False,False,12.47,
ln6320322-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.674656198388367]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.090923459,l2879055,l2973144,1,{'c'},False,False,12.47,
ln5706733-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.674656198388367]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595094]]",0.16784973,l2973144,l2724120,1,{'c'},False,False,12.47,
ln5706733-2,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595092]]",0.00510622,l2724120,m1069149,1,{'c'},False,False,12.47,
ln5532742-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.061908103,m1069149,m1069148,1,{'c'},False,False,12.47,
ln6259988-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.10723408,m1069148,l2673309,1,{'c'},False,False,12.47,
ln5865231-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.674656198388367]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.027522384,m1069148,l2785518,1,{'c'},False,False,12.47,
ln6411369-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883674]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595094]]",0.076352169,l2785518,l2766717,1,{'c'},False,False,12.47,
ln5926305-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793084]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512115]]",0.028375835,l2841630,l2954352,1,{'c'},False,False,12.47,
area_19area_76_d5712477-3_int,line,,"[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]","[[0.001, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.001]]",0.001,area_19area_76,d5712477-3_int,3,"{'a', 'c', 'b'}",False,False,12.47,3.0
