name,basekV,latitude,longitude
l2879076,7.2,46.653563,-119.1713209
m1089122,7.2,46.65390948,-119.1713227
n1139543,7.2,46.65390742,-119.1720436
m1069206,7.2,46.65886388,-119.1781312
m1069226,7.2,46.66483814,-119.178707
l2897775,7.2,46.6563018,-119.1669037
m1069der480-1,0.28,46.66124764,-119.1741022
l2801950,7.2,46.66298592,-119.179224
p860892,7.2,46.653907,-119.1718597
m1069201,7.2,46.65638126,-119.1714116
d6138609-1_int,7.2,46.65231794,-119.1712302
l3141399,7.2,46.66087162,-119.1822106
l3160105,7.2,46.65915286,-119.1759707
m1069199,7.2,46.65447218,-119.1752698
m1069227,7.2,46.66496918,-119.1786208
l3178977,7.2,46.65998166,-119.1757324
l2954351,7.2,46.66087394,-119.1801806
l2785525,7.2,46.65447218,-119.1764995
l3085399,7.2,46.66726738,-119.1770471
l2785524,7.2,46.65639994,-119.1717689
l3010565,7.2,46.65663112,-119.1689727
m1069215,7.2,46.66124764,-119.1751466
l2841626,7.2,46.66143454,-119.1769363
n1139542,7.2,46.65275372,-119.1712343
m1089132,7.2,46.65499672,-119.1713283
l2727795,7.2,46.65390948,-119.1728939
m1069217,7.2,46.66139892,-119.1768812
l3235266,7.2,46.66217876,-119.1782677
l3104126,7.2,46.65653372,-119.1736768
l3263051,7.2,46.65447466,-119.174046
l3010566,7.2,46.65659522,-119.1792838
l2860486,7.2,46.66193226,-119.1810382
p827523,7.2,46.65306158,-119.1712488
l3085400,7.2,46.65912336,-119.183913
l3010567,7.2,46.66022756,-119.172167
l3029503,7.2,46.65559274,-119.1716997
l3235251,7.2,46.6595147,-119.1773162
l2748133,7.2,46.6662115,-119.1777778
l2879073,7.2,46.6579974,-119.1729997
m1069205,7.2,46.65881262,-119.1734384
l2954350,7.2,46.6604958,-119.1779394
l2691951,7.2,46.65242332,-119.1712348
l2691945,7.2,46.65905728,-119.1739865
l2841625,7.2,46.65781684,-119.1795701
l2972704,7.2,46.6539045,-119.1734431
m1069224,7.2,46.66327218,-119.1796711
m1069208,7.2,46.65928588,-119.1736931
d5712486-1_int,7.2,46.66479772,-119.1786452
m1069202,7.2,46.65641884,-119.1721301
m1069230,7.2,46.66603918,-119.1803684
m1069213,7.2,46.66055168,-119.1755755
m1069210,7.2,46.660073,-119.183115
m1069218,7.2,46.6619691,-119.1809975
l2916609,7.2,46.6553634,-119.1700336
l2691950,7.2,46.65553432,-119.1712321
