name,basekV,latitude,longitude
m1047520,7.2,46.71286558,-119.1973393
m1047522,7.2,46.7128621,-119.1968605
l2685809,7.2,46.71255126,-119.1980113
m1047528,7.2,46.71342746,-119.1998595
l2954353,7.2,46.71300812,-119.1986409
n1136665,7.2,46.71276034,-119.1984584
l3085401,7.2,46.71310534,-119.196895
m1047521,7.2,46.7128388,-119.1986262
l2858166,7.2,46.71346174,-119.1999313
n1136666,7.2,46.71321612,-119.1994168
d6108141-1_int,7.2,46.71277846,-119.198697
m1047526,7.2,46.71313678,-119.1992506
m1047pv-1,7.2,46.7115588,-119.1968171
n1136664,7.2,46.7129899,-119.1968786
