name,element,length_unit,z_matrix_real,z_matrix_imag,length,from_bus,to_bus,num_phases,phases,is_switch,is_open
ln6422809-2,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.14206645526363162, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245816], [0.3885791265977958, 0.8785278216853144, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391138]]",0.004833257,m1047528,l2858166,3,"{'a', 'b', 'c'}",False,False
ln6422809-4,line,3,"[[0.6608697905171503, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853143, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391137]]",0.029773341,n1136666,m1047528,3,"{'a', 'b', 'c'}",False,False
ln6422809-3,line,3,"[[0.6608697905171502, 0.13749931929573367, 0.14206645526363162], [0.13749931929573367, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695665]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853144, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391138]]",0.011176327,m1047526,n1136666,3,"{'a', 'b', 'c'}",False,False
ln6259996-1,line,3,"[[0.6616724055755214, 0.1382908947743407, 0.1428723488231823], [0.1382908947743407, 0.6547794617517535, 0.13931327036932434], [0.1428723488231823, 0.13931327036932434, 0.6638156759905627]]","[[0.8740013550189601, 0.39248762779807533, 0.370213952259583], [0.39248762779807533, 0.88229585431471, 0.4099047259830115], [0.370213952259583, 0.4099047259830115, 0.8714438056906024]]",0.041988572,m1047521,m1047526,3,"{'a', 'b', 'c'}",False,False
ln1047pvfrm-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695665]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853143, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391138]]",0.120580974,m1047pv-1,m1047520,3,"{'a', 'b', 'c'}",False,False
ln5562932-1,line,3,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.14206645526363162, 0.13851834374542205, 0.6630065270695665]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245815], [0.38857912659779587, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.05204217,m1047520,m1047521,3,"{'a', 'b', 'c'}",False,False
ln5562931-1,line,3,"[[0.6608697905171501, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245816], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391137]]",0.05103241,m1047522,m1047520,3,"{'a', 'b', 'c'}",False,False
ln6108141-1,line,3,"[[0.27001903752088996, 0.10995066546782974, 0.1135384900446312], [0.10995066546782974, 0.26463373510779326, 0.11074699310270608], [0.1135384900446312, 0.11074699310270608, 0.27169827938724384]]","[[0.6959739725759836, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604086, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.020307727,m1047521,d6108141-1_int,3,"{'a', 'b', 'c'}",False,False
ln6411387-1,line,3,"[[1.6746561983883672, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9345603406595093, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.011879078,m1047521,l2954353,1,{'a'},False,False
ln6411386-2,line,3,"[[1.0320709378548931, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8014364547248102, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.009003641,m1047522,n1136664,1,{'a'},False,False
ln6411386-3,line,3,"[[1.0320709378548931, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8014364547248102, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.008133808,n1136664,l3085401,1,{'a'},False,False
ln6129680-2,line,3,"[[0.651691153541375, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8814260412497883, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.011225479,m1047521,n1136665,1,{'a'},False,False
ln6129680-3,line,3,"[[0.6516911535413749, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8814260412497883, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.029922394,n1136665,l2685809,1,{'a'},False,False
