name,basekV,latitude,longitude
m1026760,7.2,46.69925962,-119.2142073
n1138594,7.2,46.69313232,-119.2200522
l2973167,7.2,46.69363492,-119.2213116
m1026697,7.2,46.69363848,-119.2281469
n1140817,7.2,46.69762906,-119.2145376
l2879081,7.2,46.6925066,-119.2284033
m1026713,7.2,46.69485906,-119.2276847
l3066817,7.2,46.68724932,-119.2339728
l3235258,7.2,46.69754808,-119.2142851
m3037441,7.2,46.695802,-119.2230254
l3085403,7.2,46.6991434,-119.2275509
m1026701,7.2,46.69419792,-119.2273419
l3207907,7.2,46.69576846,-119.2230151
m1026682,7.2,46.69177162,-119.2287926
l2766723,7.2,46.69496082,-119.2316052
m1026744,7.2,46.6977597,-119.2150182
l2729414,7.2,46.6935647,-119.2174433
n1140825,7.2,46.694778,-119.2241925
m1026709,7.2,46.69461526,-119.2264713
m1026706,7.2,46.69456226,-119.2242075
n1140824,7.2,46.69593264,-119.2224922
l2879078,7.2,46.69213664,-119.2301729
l3189189,7.2,46.69317414,-119.2231667
l2935560,7.2,46.6938322,-119.2238138
l3066816,7.2,46.69057944,-119.2294538
m1026661,7.2,46.68842238,-119.23073
p827561,7.2,46.69453576,-119.2264465
m1026705,7.2,46.69444234,-119.2264173
p827530,7.2,46.68841122,-119.2308159
n1140823,7.2,46.69457762,-119.2228921
n1140827,7.2,46.6954648,-119.2241606
m1026726,7.2,46.69571152,-119.2241533
l3216368,7.2,46.69506912,-119.2241723
l2814529,7.2,46.696111,-119.2236733
l2851933,7.2,46.69544142,-119.2229147
l2710532,7.2,46.69484464,-119.2262392
n1140829,7.2,46.69434536,-119.226387
l2973166,7.2,46.69322472,-119.2263948
l3122822,7.2,46.69565804,-119.231095
l3216351,7.2,46.69291592,-119.2286358
m1026667,7.2,46.68921254,-119.2307364
m1026708,7.2,46.69461496,-119.2264588
m1026703,7.2,46.69426806,-119.2263628
n1139551,7.2,46.69352872,-119.2197208
l2785530,7.2,46.69488376,-119.2286205
n1140830,7.2,46.69297582,-119.2287672
m1026695,7.2,46.693402,-119.2200767
n1140822,7.2,46.69441724,-119.2241293
l2822868,7.2,46.69493796,-119.2305977
n1140820,7.2,46.69374404,-119.2229788
n1140819,7.2,46.69393264,-119.2224384
m1026724,7.2,46.69559526,-119.2162794
m1026702,7.2,46.69424732,-119.2176905
m1026700,7.2,46.6940489,-119.2228782
n1140828,7.2,46.69461008,-119.2262503
l3189188,7.2,46.69406458,-119.2233405
p827560,7.2,46.6942654,-119.2273777
l2876847,7.2,46.69582974,-119.2253938
n1147866,7.2,46.69444622,-119.2274735
n1139552,7.2,46.69519212,-119.2167039
l2860504,7.2,46.69491612,-119.2274674
n1140821,7.2,46.69405536,-119.2230691
l2916610,7.2,46.69665194,-119.22414
221-240991,7.2,46.6883962,-119.2309313
r18243,7.2,46.69552578,-119.2163555
l3226771,7.2,46.69705216,-119.2207373
n1140818,7.2,46.69360124,-119.221133
e182732,7.2,46.69937644,-119.2141358
l2860493,7.2,46.69789138,-119.2275488
m1026690,7.2,46.69305636,-119.2289441
l3189190,7.2,46.69852938,-119.2219327
