name,bus,P1,Q1,P2,Q2,P3,Q3
 ,e182722,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1138596,0.0,0.0,0.0,0.0,0.0,0.0
337671a0b,l3254207,5.32,1.33,0.0,0.0,0.0,0.0
 ,m1069390,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2841618,8.870000000000001,2.22,0.0,0.0,0.0,0.0
21470405a0b,l2897801,13.3,3.34,0.0,0.0,0.0,0.0
 ,m1069384,0.0,0.0,0.0,0.0,0.0,0.0
337674a0b,l3066805,8.87,2.22,0.0,0.0,0.0,0.0
337675a0b,l2785514,8.87,2.22,0.0,0.0,0.0,0.0
337676a0b,l3235244,8.870000000000001,2.22,0.0,0.0,0.0,0.0
 ,m1069398,0.0,0.0,0.0,0.0,0.0,0.0
337679a0b,l3010559,5.32,1.33,0.0,0.0,0.0,0.0
337678a0b,l3160101,8.870000000000001,2.22,0.0,0.0,0.0,0.0
337677a0b,l2785513,8.87,2.22,0.0,0.0,0.0,0.0
