name,bus,P1,Q1,P2,Q2,P3,Q3
 ,d6138608-3_int,0.0,0.0,0.0,0.0,0.0,0.0
138262a0b,l3029502,17.74,4.45,0.0,0.0,0.0,0.0
 ,m1089131,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3104125,0.0,0.0,9.73,2.44,0.0,0.0
138265a0b,l3160107,8.87,2.22,0.0,0.0,0.0,0.0
 ,m1089141,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089143,0.0,0.0,0.0,0.0,0.0,0.0
247036c0b,l3029498,0.0,0.0,0.0,0.0,4.07,1.02
 ,l2933164,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108286,0.0,0.0,0.0,0.0,0.0,0.0
225918926b0b,l2688692,0.0,0.0,5.84,1.4700000000000002,0.0,0.0
 ,l2688693,0.0,0.0,0.0,0.0,6.1,1.53
 ,n1139547,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2804249,0.0,0.0,0.0,0.0,6.1,1.53
 ,l3179678,0.0,0.0,5.84,1.46,0.0,0.0
247184c0b,l2936279,0.0,0.0,0.0,0.0,10.17,2.55
 ,m1108295,0.0,0.0,0.0,0.0,0.0,0.0
207286c0b,l3011298,0.0,0.0,0.0,0.0,4.07,1.02
 ,196-36167,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108298,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2879773,8.87,2.23,0.0,0.0,0.0,0.0
 ,m1089145,0.0,0.0,0.0,0.0,0.0,0.0
21384099c0b,l3215385,13.3,3.33,19.45,4.88,15.26,3.83
 ,l3047289,17.740000000000002,4.45,19.450000000000003,4.87,20.34,5.1
 ,l2711234,0.0,0.0,9.73,2.44,0.0,0.0
207288b0b,l3198355,0.0,0.0,3.89,0.97,0.0,0.0
 ,l2805037,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108302,0.0,0.0,0.0,0.0,0.0,0.0
138796b0b,l3236011,0.0,0.0,5.84,1.4700000000000002,0.0,0.0
 ,l3198358,0.0,0.0,14.59,3.66,0.0,0.0
138798b0b,l3104859,0.0,0.0,5.84,1.46,0.0,0.0
 ,p893610,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108299,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108300,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2970845,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2897771,0.0,0.0,5.84,1.4600000000000002,0.0,0.0
 ,l3104128,5.32,1.33,0.0,0.0,0.0,0.0
247058a0b,l2673315,3.55,0.89,0.0,0.0,0.0,0.0
 ,m1089148,0.0,0.0,0.0,0.0,0.0,0.0
247060a0b,l2991906,3.55,0.89,0.0,0.0,0.0,0.0
247061a0b,l2879054,8.870000000000001,2.22,0.0,0.0,0.0,0.0
 ,l2991912,5.32,1.34,0.0,0.0,0.0,0.0
 ,l3270854,0.0,0.0,0.0,0.0,0.0,0.0
138313a0b,l3141400,3.55,0.8899999999999999,0.0,0.0,0.0,0.0
 ,l2766721,8.870000000000001,2.23,0.0,0.0,0.0,0.0
2120855a0b,l2673316,3.55,0.89,0.0,0.0,0.0,0.0
 ,m1089138,0.0,0.0,0.0,0.0,0.0,0.0
2120786a0b,l2841628,8.870000000000001,2.22,0.0,0.0,0.0,0.0
 ,p895105,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089144,0.0,0.0,0.0,0.0,0.0,0.0
 ,p827522,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1142110,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1142111,0.0,0.0,0.0,0.0,0.0,0.0
