name,element,length_unit,z_matrix_real,z_matrix_imag,length,from_bus,to_bus,num_phases,phases,is_switch,is_open,base_kv_LL,line_unit
ln6350537-1,line,3.0,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688783, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.12617881,m1026905,m1026907,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5985039-1,line,3.0,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853143, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391138]]",0.099398669,m1026902,m1026905,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5686079-1,line,3.0,"[[0.6608697905171503, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688785, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853143, 0.4059533554837233], [0.3661153844245816, 0.4059533554837233, 0.8673003155391137]]",0.09909393,p827525,m1026902,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5000chp-1,line,3.0,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442793, 0.38857912659779587, 0.3661153844245815], [0.38857912659779587, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.125972451,p827525,m1026chp-1,3,"{'b', 'c', 'a'}",False,False,12.47,
ln6201697-1,line,3.0,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.14206645526363162, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245815], [0.38857912659779587, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.014425495,m1026896,p827525,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5526906-1,line,3.0,"[[0.6608697905171503, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695665]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853144, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391138]]",0.10349147,l3120484,m1026896,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5526906-2,line,3.0,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.40595335548372335], [0.3661153844245815, 0.40595335548372335, 0.8673003155391137]]",0.001817619,m1026886,l3120484,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5532758-3,line,3.0,"[[0.6608697905171503, 0.13749931929573367, 0.1420664552636316], [0.13749931929573367, 0.6539991534688785, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695665]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245815], [0.38857912659779587, 0.8785278216853144, 0.40595335548372335], [0.3661153844245815, 0.40595335548372335, 0.8673003155391138]]",0.1042582,q14413,m1026886,3,"{'b', 'c', 'a'}",False,False,12.47,
ln6138604-1,line,3.0,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.14206645526363162, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442793, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.056084116,m1026907,l3085398,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5774458-1,line,3.0,"[[1.68626428800834, 0.14107780626969732, 0.1455664142883608], [0.14107780626969732, 1.1282388815091515, 0.14208039036465447], [0.1455664142883608, 0.14208039036465447, 1.1370969466431158]]","[[0.9249662818519208, 0.43035881791627967, 0.4098977686072551], [0.43035881791627967, 0.9337654145028889, 0.44818489782582854], [0.4098977686072551, 0.44818489782582854, 0.9264946948113777]]",0.074023496,m1026907,m1026915,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5863691-2,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793084]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512115]]",0.03047914,l2820528,l2745799,1,{'c'},False,False,12.47,
ln6225673-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793084]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512115]]",0.00967571,m1026886,p895409,1,{'c'},False,False,12.47,
ln5863691-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793084]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512115]]",0.060959583,m1026895,l2820528,1,{'c'},False,False,12.47,
ln6318740-3,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793084]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512114]]",0.023830404,n1137998,m1026895,1,{'c'},False,False,12.47,
ln6318740-2,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793084]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512115]]",0.012075293,p895409,n1137998,1,{'c'},False,False,12.47,
ln5916435-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512117, 0.0], [0.0, 0.0, 0.0]]",0.082379198,m1026907,p875742,1,{'b'},False,False,12.47,
ln5502529-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.003048982,m1026915,m1026916,1,{'b'},False,False,12.47,
ln6320337-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512114, 0.0], [0.0, 0.0, 0.0]]",0.010802269,m1026916,l3197634,1,{'b'},False,False,12.47,
ln6383058-1,line,3.0,"[[1.674656198388367, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9345603406595093, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.005519746,m1026905,p827515,1,{'a'},False,False,12.47,
ln5534968-1,line,3.0,"[[1.6746561983883672, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9345603406595093, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.06557985,p827515,l2991909,1,{'a'},False,False,12.47,
