name,basekV,latitude,longitude
l2710536,7.2,46.72489278,-119.2313438
m1026896,7.2,46.7251903,-119.2300945
l3197638,7.2,46.72115152,-119.2304216
l2745799,7.2,46.72559004,-119.2271728
n1137998,7.2,46.7248349,-119.2283494
m1026916,7.2,46.72780094,-119.2350408
q14413,7.2,46.72397324,-119.2281481
m1026905,7.2,46.72649696,-119.2333835
m1026848,7.2,46.7202602,-119.2304111
l2991909,7.2,46.7255349,-119.2329916
p827525,7.2,46.72528888,-119.2303115
m1026849,7.2,46.72027654,-119.2304164
m1026chp-1,7.2,46.72702242,-119.2289314
m1026880,7.2,46.72368894,-119.2304059
m1026907,7.2,46.7268277,-119.2355085
l2673311,7.2,46.72110778,-119.2317328
m1026915,7.2,46.7277929,-119.2349894
m1026902,7.2,46.72595682,-119.2318085
m1026886,7.2,46.72454004,-119.2284674
l3120484,7.2,46.72455128,-119.2284955
l2935557,7.2,46.71943218,-119.2301436
p827515,7.2,46.72642224,-119.2333531
n1147864,7.2,46.72581486,-119.2317465
p860847,7.2,46.7247436,-119.2301041
m1026847,7.2,46.72025466,-119.2315387
p875742,7.2,46.72689582,-119.2369175
l3085398,7.2,46.72610558,-119.2359255
l3197634,7.2,46.72782944,-119.2352226
l2820528,7.2,46.7251545,-119.2271757
m1026895,7.2,46.72515794,-119.2282201
l2766748,7.2,46.72364842,-119.2298157
p895409,7.2,46.7246712,-119.2284149
m1026874,7.2,46.72263898,-119.2304164
area_31area_30,7.2,46.72263898,-119.2304164
area_30area_32,7.2,46.72263898,-119.2304164
area_30area_63,7.2,46.72263898,-119.2304164
