name,basekV,latitude,longitude
l2936268,7.2,46.68537016,-119.0857426
l3030204,7.2,46.6816312,-119.0895302
p903354,7.2,46.68428048,-119.0829151
l3217056,7.2,46.68100206,-119.0804285
m1209782,7.2,46.68128676,-119.0816437
l2823611,7.2,46.68227766,-119.088328
p829957,7.2,46.68607652,-119.0816759
e192201,7.2,46.68576734,-119.0800287
m4118755,7.2,46.68191154,-119.0817472
m1186072,7.2,46.68128498,-119.0900308
l3217057,7.2,46.68073364,-119.0816104
m1209787,7.2,46.68298864,-119.0863755
m1209788,7.2,46.68360496,-119.0846939
m1209790,7.2,46.68393902,-119.0837637
m1209795,7.2,46.68456954,-119.0852669
l2839332,7.2,46.6861094,-119.0807156
m1209800,7.2,46.68533204,-119.0808273
m1209791,7.2,46.68432474,-119.0829379
l3086078,7.2,46.68288854,-119.0822217
m1209797,7.2,46.68476974,-119.0819293
l2936270,7.2,46.6836912,-119.0826115
