name,bus,P1,Q1,P2,Q2,P3,Q3
 ,d5502543-2_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026872,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2822871,0.0,0.0,9.73,2.44,0.0,0.0
 ,l3235257,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026851,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3197646,0.0,0.0,9.73,2.44,0.0,0.0
 ,m1026852,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026854,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026858,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026861,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026855,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3235254,0.0,0.0,0.0,0.0,10.17,2.55
 ,m3768670,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3216345,0.0,0.0,14.59,3.65,0.0,0.0
338934b0b,l2879070,0.0,0.0,5.84,1.46,0.0,0.0
 ,m1026830,0.0,0.0,0.0,0.0,0.0,0.0
 ,m3763619,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1047592,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1047577,0.0,0.0,0.0,0.0,0.0,0.0
228665517c0b,l3103822,0.0,0.0,0.0,0.0,15.26,3.83
 ,n1136669,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1047552,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1047548,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3066815,0.0,0.0,0.0,0.0,10.170000000000002,2.55
 ,196-29519,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1136667,0.0,0.0,0.0,0.0,0.0,0.0
 ,d5863704-2_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1136670,0.0,0.0,0.0,0.0,0.0,0.0
 ,m3763624,0.0,0.0,0.0,0.0,0.0,0.0
 ,m3763618,0.0,0.0,0.0,0.0,0.0,0.0
 ,p1121283,0.0,0.0,0.0,0.0,0.0,0.0
 ,221-559682,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1140525,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3645809,0.0,0.0,0.0,0.0,20.34,5.1
2224230651c0b,l3645810,0.0,0.0,0.0,0.0,30.52,7.65
 ,m3763623,0.0,0.0,0.0,0.0,0.0,0.0
2224230689c0b,l3645811,0.0,0.0,0.0,0.0,30.52,7.65
 ,193-103041,0.0,0.0,0.0,0.0,0.0,0.0
 ,228-1353934-4_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3645812,0.0,0.0,0.0,0.0,15.260000000000002,3.82
 ,m3763620,0.0,0.0,0.0,0.0,0.0,0.0
