name,bus,P1,Q1,P2,Q2,P3,Q3
 ,e182725,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026948,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026947,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026946,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026940,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026935,0.0,0.0,0.0,0.0,0.0,0.0
356064b0b,l2935556,0.0,0.0,9.73,2.44,0.0,0.0
 ,m1026939,0.0,0.0,0.0,0.0,0.0,0.0
356065b0b,l3104124,0.0,0.0,5.84,1.46,0.0,0.0
 ,l2954347,0.0,0.0,9.73,2.44,0.0,0.0
 ,m1026953,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026949,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026951,0.0,0.0,0.0,0.0,0.0,0.0
226192492b0b,l3008232,0.0,0.0,3.89,0.97,0.0,0.0
 ,l2764399,0.0,0.0,5.84,1.46,0.0,0.0
