name,basekV,latitude,longitude
m1069384,7.2,46.67845644,-119.1778916
l3160101,7.2,46.68026268,-119.1746816
m1069390,7.2,46.6787348,-119.1795402
e182722,7.2,46.6781487,-119.1808906
l3010559,7.2,46.67746664,-119.1748941
n1138596,7.2,46.67823582,-119.1807861
l2785514,7.2,46.6791398,-119.1768565
l2785513,7.2,46.67875796,-119.1736643
m1069398,7.2,46.67894278,-119.1747867
l2897801,7.2,46.6785772,-119.1788158
l2841618,7.2,46.67808052,-119.1796355
l3066805,7.2,46.67823778,-119.1772559
l3254207,7.2,46.67829462,-119.1806341
l3235244,7.2,46.67912556,-119.1758417
