name,basekV,latitude,longitude
l3104155,7.2,46.69399724,-119.1772309
n1140516,7.2,46.69214378,-119.1667009
d5837361-8_int,7.2,46.69416552,-119.1782797
l2804282,7.2,46.69393024,-119.1751479
l2897806,7.2,46.69499358,-119.1785217
m1089179,7.2,46.69331524,-119.169735
m1069456,7.2,46.69410892,-119.1777575
n1147867,7.2,46.69416404,-119.1780185
p827501,7.2,46.69211626,-119.1666349
d5534967-1_int,7.2,46.69173926,-119.1662695
l3104154,7.2,46.69396714,-119.1765417
m1069451,7.2,46.6935786,-119.1716592
m1089176,7.2,46.6929489,-119.1686314
