name,basekV,latitude,longitude
m1142863,7.2,46.68425042,-119.1193946
p903490,7.2,46.69245694,-119.1326981
l3123452,7.2,46.6927794,-119.1347592
m1142868,7.2,46.68582632,-119.1222374
p895112,7.2,46.6848724,-119.1202613
l2917255,7.2,46.69459156,-119.1327381
m1125962,7.2,46.69253564,-119.1326675
l3160862,7.2,46.68667808,-119.1305877
m1125974,7.2,46.6931799,-119.1325774
m1142871,7.2,46.6865031,-119.1234219
m1142869,7.2,46.68625698,-119.1230042
n1141480,7.2,46.6842032,-119.1194496
m1142874,7.2,46.68670774,-119.1240278
m1125961,7.2,46.69242288,-119.1327113
l3251799,7.2,46.68976588,-119.1277564
l3236004,7.2,46.69088822,-119.1303044
m1125979,7.2,46.69335914,-119.1332293
l2711225,7.2,46.68343316,-119.1203458
l3198348,7.2,46.68402958,-119.1183721
l3214069,7.2,46.69165466,-119.1324306
m1142875,7.2,46.6871611,-119.1247966
l3104850,7.2,46.68670004,-119.1328517
l3030197,7.2,46.68527276,-119.1212274
m1125944,7.2,46.68923576,-119.1285163
l3552667,7.2,46.68669464,-119.1271767
l3104796,7.2,46.69318926,-119.1325761
l3030200,7.2,46.68402426,-119.1218849
p829956,7.2,46.68657768,-119.1233733
l3160861,7.2,46.68734902,-119.1228707
m1142860,7.2,46.68383374,-119.1186866
m1125952,7.2,46.69147658,-119.1323827
l3214071,7.2,46.69085696,-119.1318334
l3160872,7.2,46.68336398,-119.1178673
p895113,7.2,46.6841393,-119.119524
q1301,7.2,46.6833105,-119.1177848
l2936211,7.2,46.69226602,-119.1312572
d6198039-1_int,7.2,46.6928718,-119.1351996
m1142873,7.2,46.68670378,-119.1262291
n1141479,7.2,46.68394068,-119.1185148
p895114,7.2,46.68389002,-119.1185962
l2842329,7.2,46.69317894,-119.1304088
m1142865,7.2,46.68477644,-119.1203569
l3048962,7.2,46.6851538,-119.1199809
m1125957,7.2,46.69192176,-119.1317576
l3160896,7.2,46.69043076,-119.1336127
p901941,7.2,46.68931608,-119.1284011
l2895496,7.2,46.68670852,-119.1253629
m1125960,7.2,46.69236024,-119.1326203
m1125955,7.2,46.6918597,-119.1318478
m1125947,7.2,46.69018234,-119.1312353
p901936,7.2,46.69152772,-119.1323113
p895111,7.2,46.68670604,-119.1241661
l2861197,7.2,46.69139574,-119.1331109
m1125959,7.2,46.69233244,-119.1327465
