name,basekV,latitude,longitude
m1010004,7.2,46.7623085,-119.2450931
n1134470,7.2,46.76486378,-119.2305804
m1010017,7.2,46.76923644,-119.2378748
l3082993,7.2,46.7582336,-119.2465138
l2764412,7.2,46.76437164,-119.2281877
m1027092,7.2,46.7638068,-119.2277173
m1010008,7.2,46.7639796,-119.2431689
n1134471,7.2,46.76204434,-119.2277726
l2970811,7.2,46.7707768,-119.2336687
l2726983,7.2,46.76370814,-119.2266657
l3120503,7.2,46.7645616,-119.2409189
l3177894,7.2,46.75935298,-119.2456855
l3215340,7.2,46.76297944,-119.2281787
l3008248,7.2,46.7722215,-119.2327509
m1027114,7.2,46.76887102,-119.2338291
l3251808,7.2,46.7653407,-119.2320132
m1010015,7.2,46.76622728,-119.2405113
l3312692,7.2,46.75680736,-119.246794
l3101787,7.2,46.76749054,-119.2318403
l3027132,7.2,46.76721874,-119.231259
m1010014,7.2,46.7654016,-119.2414932
m1010013,7.2,46.76524222,-119.2413843
l2989571,7.2,46.76123384,-119.2448828
l3101788,7.2,46.76786908,-119.2326634
l3251807,7.2,46.76503282,-119.2396286
m1010007,7.2,46.76395468,-119.243194
m1010003,7.2,46.76207314,-119.2450395
l3140238,7.2,46.76646938,-119.2322588
m1027121,7.2,46.7715921,-119.2333443
n1134469,7.2,46.77157554,-119.2334928
m1027087,7.2,46.7634757,-119.2281914
l2858175,7.2,46.7680928,-119.2373631
m1027109,7.2,46.76797684,-119.2338037
m1010011,7.2,46.76481124,-119.2422018
l2876812,7.2,46.76976138,-119.2337729
l3195327,7.2,46.76816798,-119.2347566
m1027123,7.2,46.77194184,-119.2330147
m1010016,7.2,46.7670505,-119.2395265
l3120504,7.2,46.76388408,-119.2421866
l2689727,7.2,46.76464144,-119.2268984
l3083019,7.2,46.76162578,-119.2281071
d5712587-2_int,7.2,46.76099878,-119.2280437
m1027091,7.2,46.7638068,-119.22819
l2839331,7.2,46.76207776,-119.2265009
m1027080,7.2,46.76203432,-119.2281545
m1027100,7.2,46.76565568,-119.2329595
l3139103,7.2,46.7681668,-119.2359373
m3016088,7.2,46.757455,-119.2469824
m1027110,7.2,46.7680309,-119.2373354
area_63area_87,7.2,46.7680309,-119.2373354
