name,element,length_unit,z_matrix_real,z_matrix_imag,length,from_bus,to_bus,num_phases,phases,is_switch,is_open,base_kv_LL,line_unit
ln5956471-2,line,3.0,"[[1.683400215054294, 0.13832407098648414, 0.14266862992239476], [0.13832407098648414, 1.67685640420731, 0.13929421602661765], [0.14266862992239476, 0.13929421602661765, 1.6854301483122878]]","[[0.9272999605569421, 0.43262271591135965, 0.41225267180819564], [0.43262271591135965, 0.9327275664266949, 0.45046941802943224], [0.41225267180819564, 0.45046941802943224, 0.9256370578758735]]",0.10644621,d5956471-2_int,m1047572,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5631690-1,line,3.0,"[[1.6834002150542942, 0.13832407098648414, 0.14266862992239476], [0.13832407098648414, 1.67685640420731, 0.13929421602661765], [0.14266862992239476, 0.13929421602661765, 1.685430148312288]]","[[0.9272999605569421, 0.43262271591135965, 0.41225267180819564], [0.43262271591135965, 0.9327275664266949, 0.4504694180294322], [0.41225267180819564, 0.4504694180294322, 0.9256370578758736]]",0.034997433,m1047572,m1047580,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5843536-1,line,3.0,"[[1.6834002150542942, 0.13832407098648414, 0.14266862992239476], [0.13832407098648414, 1.6768564042073102, 0.13929421602661765], [0.14266862992239476, 0.13929421602661765, 1.685430148312288]]","[[0.9272999605569422, 0.4326227159113597, 0.41225267180819564], [0.4326227159113597, 0.9327275664266949, 0.45046941802943224], [0.41225267180819564, 0.45046941802943224, 0.9256370578758736]]",0.006961051,m1047580,p828362,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5752776-2,line,3.0,"[[1.683400215054294, 0.13832407098648414, 0.1426686299223948], [0.13832407098648414, 1.67685640420731, 0.13929421602661768], [0.1426686299223948, 0.13929421602661768, 1.685430148312288]]","[[0.9272999605569422, 0.4326227159113597, 0.41225267180819564], [0.4326227159113597, 0.932727566426695, 0.4504694180294323], [0.41225267180819564, 0.4504694180294323, 0.9256370578758736]]",0.006231854,p828362,n1136671,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5752776-3,line,3.0,"[[1.6834002150542944, 0.13832407098648414, 0.1426686299223948], [0.13832407098648414, 1.67685640420731, 0.13929421602661768], [0.1426686299223948, 0.13929421602661768, 1.685430148312288]]","[[0.9272999605569423, 0.4326227159113597, 0.41225267180819575], [0.4326227159113597, 0.932727566426695, 0.4504694180294323], [0.41225267180819575, 0.4504694180294323, 0.9256370578758737]]",0.042722162,n1136671,m1047593,3,"{'b', 'c', 'a'}",False,False,12.47,
ln6298585-1,line,3.0,"[[1.6834002150542942, 0.13832407098648417, 0.1426686299223948], [0.13832407098648417, 1.67685640420731, 0.13929421602661768], [0.1426686299223948, 0.13929421602661768, 1.685430148312288]]","[[0.9272999605569422, 0.4326227159113597, 0.4122526718081957], [0.4326227159113597, 0.932727566426695, 0.45046941802943224], [0.4122526718081957, 0.45046941802943224, 0.9256370578758737]]",0.1305568,m1047593,m1047615,3,"{'b', 'c', 'a'}",False,False,12.47,
ln6298585-2,line,3.0,"[[1.683400215054294, 0.13832407098648414, 0.14266862992239476], [0.13832407098648414, 1.67685640420731, 0.13929421602661768], [0.14266862992239476, 0.13929421602661768, 1.685430148312288]]","[[0.9272999605569421, 0.43262271591135965, 0.41225267180819564], [0.43262271591135965, 0.9327275664266949, 0.4504694180294322], [0.41225267180819564, 0.4504694180294322, 0.9256370578758735]]",0.001981911,m1047615,l3216123,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5867683-2,line,3.0,"[[1.6834002150542942, 0.13832407098648414, 0.14266862992239476], [0.13832407098648414, 1.67685640420731, 0.13929421602661768], [0.14266862992239476, 0.13929421602661768, 1.685430148312288]]","[[0.9272999605569422, 0.4326227159113597, 0.4122526718081957], [0.4326227159113597, 0.932727566426695, 0.45046941802943224], [0.4122526718081957, 0.45046941802943224, 0.9256370578758736]]",0.10425637,l3216123,n1136996,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5867683-3,line,3.0,"[[1.6834002150542942, 0.13832407098648414, 0.1426686299223948], [0.13832407098648414, 1.67685640420731, 0.13929421602661768], [0.1426686299223948, 0.13929421602661768, 1.685430148312288]]","[[0.9272999605569422, 0.4326227159113597, 0.4122526718081957], [0.4326227159113597, 0.932727566426695, 0.4504694180294323], [0.4122526718081957, 0.4504694180294323, 0.9256370578758737]]",0.013881715,n1136996,m1047649,3,"{'b', 'c', 'a'}",False,False,12.47,
ln6411371-1,line,3.0,"[[1.5411931859711425, 0.0423582211041401, 0.043017040009970246], [0.0423582211041401, 1.5402278696172442, 0.04249211284437453], [0.043017040009970246, 0.04249211284437453, 1.5414982149507679]]","[[0.7403221685226694, 0.28695488899206845, 0.259106252258664], [0.28695488899206845, 0.7569944002982162, 0.3031167919018275], [0.259106252258664, 0.3031167919018275, 0.7351397779819476]]",0.02410888,m1047649,l2973153,3,"{'b', 'c', 'a'}",False,False,12.47,
