name,basekV,latitude,longitude
m2001200,7.2,46.60854068,-119.199167
m2000600,7.2,46.61376782,-119.2054332
m2001001,7.2,46.60984748,-119.2017779
d2000100_int,7.2,46.61812376,-119.210655
m2001500,7.2,46.60592712,-119.1960339
m2001der-3,0.28,46.60505594,-119.1944673
m2000900,7.2,46.61115426,-119.2023001
m2001201,7.2,46.60897628,-119.1986448
m2001300,7.2,46.6076695,-119.1981226
m2000300,7.2,46.61638138,-119.2085663
m2000800,7.2,46.61202544,-119.2033444
m2001der480-1,0.28,46.60636272,-119.1955117
m2000200,7.2,46.61725258,-119.2096106
m2000901,7.2,46.61158984,-119.2017779
m2000700,7.2,46.61289664,-119.2043888
m2001000,7.2,46.61028306,-119.2012557
m2001der-1,0.28,46.6076695,-119.1944673
m2000401,7.2,46.6150746,-119.2080441
m2000400,7.2,46.6155102,-119.2075219
m2001301,7.2,46.6072339,-119.1986448
m2001100,7.2,46.60941188,-119.2002113
m2000500,7.2,46.61463902,-119.2064775
m2001der480-2,0.28,46.60549152,-119.1965561
m2001400,7.2,46.6067983,-119.1970782
m2001der-2,0.28,46.60636272,-119.1944673
m2001der-4,0.28,46.60505594,-119.1970782
m2001der-5,0.28,46.605,-119.196
m2000701,7.2,46.61246104,-119.204911
