name,bus,P1,Q1,P2,Q2,P3,Q3
 ,q16483,0.0,0.0,0.0,0.0,0.0,0.0
 ,q16483_cap,0.0,0.0,0.0,0.0,0.0,0.0
 ,r42247,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1149233,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3048965,0.0,0.0,14.59,3.66,0.0,0.0
 ,m1142843,0.0,0.0,0.0,0.0,0.0,0.0
 ,d5799561-2_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3081380,5.32,1.34,0.0,0.0,0.0,0.0
 ,d5861005-2_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,196-31070,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1142851,0.0,0.0,0.0,0.0,0.0,0.0
260543c0b,l2955077,0.0,0.0,0.0,0.0,10.170000000000002,2.5500000000000003
 ,p829976,0.0,0.0,0.0,0.0,0.0,0.0
260643a0b,l2692660,17.740000000000002,4.44,0.0,0.0,0.0,0.0
 ,l2955078,8.87,2.22,0.0,0.0,0.0,0.0
 ,l2955076,5.319999999999999,1.34,0.0,0.0,0.0,0.0
