name,basekV,latitude,longitude
m1069149,7.2,46.64161338,-119.1779077
l2673309,7.2,46.6415987,-119.1808054
l2785523,7.2,46.64759676,-119.1712693
l2954352,7.2,46.65066478,-119.1695774
m1089102,7.2,46.64511172,-119.1704342
l2841629,7.2,46.64965336,-119.1723815
m1089093,7.2,46.64144154,-119.1702864
l3066801,7.2,46.64106258,-119.1723691
l2879055,7.2,46.64159666,-119.1733876
d5712477-3_int,7.2,46.65035776,-119.1713346
m1069148,7.2,46.64160924,-119.1789683
l2724120,7.2,46.6416132,-119.1778202
m1089096,7.2,46.64268964,-119.1703634
l3216347,7.2,46.64882526,-119.1712693
l2766717,7.2,46.64302274,-119.1786784
l2841630,7.2,46.65055292,-119.1700447
l3626914,7.2,46.6457267,-119.1705021
l2973144,7.2,46.64162588,-119.1749449
m1069174,7.2,46.64987082,-119.171418
m1089094,7.2,46.6415321,-119.1713192
m1069147,7.2,46.64158272,-119.1723648
l2785518,7.2,46.64193172,-119.1786983
l3141388,7.2,46.6462782,-119.1706226
