name,element,length_unit,z_matrix_real,z_matrix_imag,length,from_bus,to_bus,num_phases,phases,is_switch,is_open,base_kv_LL
ln5504876-1,line,3,"[[1.6862642880083403, 0.14107780626969735, 0.1455664142883608], [0.14107780626969735, 1.6795039675736045, 0.14208039036465447], [0.1455664142883608, 0.14208039036465447, 1.688362032707569]]","[[0.9249662818519209, 0.4303588179162797, 0.4098977686072551], [0.4303588179162797, 0.9305314668768238, 0.4481848978258286], [0.4098977686072551, 0.4481848978258286, 0.9232607471853126]]",0.06747348,d5504876-1_int,p829965,3,"{'b', 'c', 'a'}",False,False,12.47
ln5928744-1,line,3,"[[1.6862642880083398, 0.14107780626969735, 0.14556641428836078], [0.14107780626969735, 1.6795039675736043, 0.14208039036465447], [0.14556641428836078, 0.14208039036465447, 1.6883620327075686]]","[[0.9249662818519208, 0.4303588179162796, 0.409897768607255], [0.4303588179162796, 0.9305314668768238, 0.44818489782582854], [0.409897768607255, 0.44818489782582854, 0.9232607471853125]]",0.027920017,p829965,l2936271,3,"{'b', 'c', 'a'}",False,False,12.47
ln5927423-1,line,3,"[[1.68626428800834, 0.14107780626969735, 0.14556641428836078], [0.14107780626969735, 1.6795039675736043, 0.14208039036465447], [0.14556641428836078, 0.14208039036465447, 1.6883620327075686]]","[[0.9249662818519208, 0.4303588179162796, 0.409897768607255], [0.4303588179162796, 0.9305314668768238, 0.4481848978258285], [0.409897768607255, 0.4481848978258285, 0.9232607471853124]]",0.13955636,l2936271,m1142815,3,"{'b', 'c', 'a'}",False,False,12.47
ln5684911-1,line,3,"[[1.683400215054294, 0.13832407098648414, 0.14266862992239476], [0.13832407098648414, 1.67685640420731, 0.13929421602661765], [0.14266862992239476, 0.13929421602661765, 1.6854301483122878]]","[[0.9272999605569422, 0.43262271591135965, 0.41225267180819564], [0.43262271591135965, 0.932727566426695, 0.45046941802943224], [0.41225267180819564, 0.45046941802943224, 0.9256370578758736]]",0.14742893,m1142815,m1142814,3,"{'b', 'c', 'a'}",False,False,12.47
ln5957494-1,line,3,"[[1.6834002150542942, 0.1383240709864841, 0.1426686299223948], [0.1383240709864841, 1.67685640420731, 0.13929421602661765], [0.1426686299223948, 0.13929421602661765, 1.6854301483122878]]","[[0.9272999605569421, 0.43262271591135965, 0.41225267180819564], [0.43262271591135965, 0.932727566426695, 0.4504694180294322], [0.41225267180819564, 0.4504694180294322, 0.9256370578758735]]",0.30092212,m1142814,m1142810,3,"{'b', 'c', 'a'}",False,False,12.47
ln5957500-1,line,3,"[[1.683400215054294, 0.13832407098648414, 0.1426686299223948], [0.13832407098648414, 1.6768564042073102, 0.13929421602661765], [0.1426686299223948, 0.13929421602661765, 1.685430148312288]]","[[0.9272999605569422, 0.4326227159113597, 0.4122526718081957], [0.4326227159113597, 0.9327275664266949, 0.45046941802943224], [0.4122526718081957, 0.45046941802943224, 0.9256370578758736]]",0.06328095,m1142814,m1142813,3,"{'b', 'c', 'a'}",False,False,12.47
ln6412352-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793086, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512117, 0.0], [0.0, 0.0, 0.0]]",0.0932584,l2767409,m1142800,1,{'b'},False,False,12.47
ln6230797-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512114, 0.0], [0.0, 0.0, 0.0]]",0.069146324,l3082988,m1149225,1,{'b'},False,False,12.47
ln6139649-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.026688039,l3160868,l3082988,1,{'b'},False,False,12.47
ln6315098-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.22967096,l3217064,l3200222,1,{'b'},False,False,12.47
