name,basekV,latitude,longitude
m1142799,7.2,46.66760696,-119.116836
m1142815,7.2,46.67367772,-119.1240291
l3160868,7.2,46.67152178,-119.1150187
l3082988,7.2,46.67127054,-119.1146748
m1142798,7.2,46.66760192,-119.1185625
m1142811,7.2,46.67300358,-119.1252272
p829965,7.2,46.67504932,-119.1262359
l2767409,7.2,46.66932416,-119.114391
l2917330,7.2,46.6721428,-119.1261186
l2917359,7.2,46.6739372,-119.1240314
m1142813,7.2,46.67387988,-119.1197952
l3217064,7.2,46.67016012,-119.1188583
m1142808,7.2,46.67217094,-119.1163856
m1142814,7.2,46.67354812,-119.1215108
l2992657,7.2,46.67227402,-119.1253486
m1142801,7.2,46.66873498,-119.118647
l2879794,7.2,46.67336866,-119.1248491
m1142800,7.2,46.66846304,-119.1156105
l2936271,7.2,46.67469068,-119.1260262
l3200222,7.2,46.6699337,-119.1227833
m1142810,7.2,46.67231744,-119.1166528
l2861222,7.2,46.67117,-119.127115
m1142der480-1,0.28,46.67387988,-119.1187508
m1149225,7.2,46.67029106,-119.1145178
d5504876-1_int,7.2,46.67518666,-119.1263225
n1141477,7.2,46.67353532,-119.1244069
