name,bus,P1,Q1,P2,Q2,P3,Q3
 ,d5955074-2_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2970842,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089113,0.0,0.0,0.0,0.0,0.0,0.0
2147974b0b,l2691946,0.0,0.0,5.84,1.46,0.0,0.0
 ,m1089103,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2673305,0.0,0.0,3.89,0.97,0.0,0.0
138237b0b,l3048196,0.0,0.0,5.84,1.47,0.0,0.0
 ,m1089097,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108270,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108268,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108267,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108266,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108265,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108264,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108263,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1142112,0.0,0.0,0.0,0.0,0.0,0.0
 ,p827496,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108262,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108261,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108260,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108259,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108258,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108257,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3142078,0.0,0.0,3.89,0.98,0.0,0.0
330122b0b,l2879752,0.0,0.0,5.84,1.47,0.0,0.0
138294b0b,l2785516,0.0,0.0,5.84,1.47,0.0,0.0
 ,m1108274,0.0,0.0,0.0,0.0,0.0,0.0
275247b0b,l2786273,0.0,0.0,9.73,2.44,0.0,0.0
 ,m1108278,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108276,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2805036,0.0,0.0,3.89,0.97,0.0,0.0
226194280b0b,l3195318,0.0,0.0,5.84,1.47,0.0,0.0
 ,m1108269,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2729405,0.0,0.0,9.73,2.44,0.0,0.0
 ,l3179699,0.0,0.0,14.59,3.66,0.0,0.0
