name,basekV,latitude,longitude
l3104133,7.2,46.63111708,-119.2005499
l2710519,7.2,46.63458572,-119.2037103
m1047325,7.2,46.63259122,-119.1950207
m1047326,7.2,46.63280348,-119.1951597
m1047338,7.2,46.63408678,-119.1960002
p827532,7.2,46.632712,-119.1950998
l3029499,7.2,46.63581792,-119.2052569
q14412,7.2,46.63267262,-119.1948851
m1047316,7.2,46.63061544,-119.1974141
m1047324,7.2,46.63249838,-119.1951319
l2673321,7.2,46.63489538,-119.2023372
m1047312,7.2,46.62948978,-119.1988625
m1047344,7.2,46.63510098,-119.2042954
d6049825-1_int,7.2,46.62907898,-119.1994019
m1047314,7.2,46.62957716,-119.1989528
n1137961,7.2,46.62978598,-119.1991693
l2748158,7.2,46.62933492,-119.198646
m1047322,7.2,46.6323526,-119.1950562
l2897780,7.2,46.6315772,-119.1962708
l3066819,7.2,46.63474502,-119.2051613
l3101814,7.2,46.63687746,-119.2047466
n1137960,7.2,46.62934464,-119.1990556
l2766728,7.2,46.63110702,-119.1973997
m1047309,7.2,46.62910402,-119.1993757
m1047323,7.2,46.63249838,-119.2019777
l3010569,7.2,46.6329325,-119.2024266
l2954354,7.2,46.63407864,-119.2021969
l2785527,7.2,46.62985886,-119.1967207
l2691953,7.2,46.63598484,-119.1972356
l3216370,7.2,46.63046434,-119.1975889
l3048211,7.2,46.6313002,-119.1948804
m1047311,7.2,46.62943276,-119.1987828
p893163,7.2,46.62953464,-119.1989089
m1047335,7.2,46.6335317,-119.202975
l2897772,7.2,46.63610598,-119.2044641
l3235255,7.2,46.63112954,-119.1967897
l2766729,7.2,46.62904448,-119.1959581
