name,bus,P1,Q1,P2,Q2,P3,Q3
 ,196-29518,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3122816,0.0,0.19577561863869314,10.510695397276429,2.6357756186386934,0.0,0.19577561863869314
 ,l2673313,0.0,0.1957756186386932,10.510695397276429,2.635775618638694,0.0,0.1957756186386932
 ,m1027011,0.0,0.0,0.0,0.0,0.0,0.0
321840b0b,l2804256,0.0,0.19467211705864657,4.670695397276428,1.1646721170586465,0.0,0.19467211705864657
 ,m1026960,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2916608,0.0,0.19565339194642664,0.0,0.19565339194642664,4.850695397276429,1.2156533919464267
 ,m1027002,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3160103,0.0,0.19453393505904434,0.0,0.19453393505904434,6.880695397276429,1.7145339350590445
 ,m1026950,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3254213,0.0,0.19577561863869314,10.510695397276429,2.6357756186386934,0.0,0.19577561863869314
 ,m1027039,0.0,0.0,0.0,0.0,0.0,0.0
 ,d5774457-1_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026920,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026926,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026927,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026954,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1027013,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1027023,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1027043,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1027055,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026970,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026977,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026978,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026979,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026984,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026986,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026997,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1027000,0.0,0.0,0.0,0.0,0.0,0.0
 ,d6019477-1_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,d5655682-1_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,d5806920-1_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1027056,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1144667,0.0,0.0,0.0,0.0,0.0,0.0
21452406b0b,l3216361,0.0,0.19577561863869314,10.510695397276429,2.6357756186386934,0.0,0.19577561863869314
 ,l2729434,0.0,0.19651065650622418,6.620695397276428,1.6665106565062242,0.0,0.19651065650622418
321858b0b,l3122815,0.0,0.195173849319107,6.620695397276428,1.655173849319107,0.0,0.195173849319107
321854b0b,l2804257,0.0,0.19517384931910706,6.620695397276428,1.6551738493191075,0.0,0.19517384931910706
 ,l2860485,0.0,0.195173849319107,6.620695397276428,1.655173849319107,0.0,0.195173849319107
 ,l2860506,0.0,0.19517384931910706,6.620695397276428,1.6551738493191075,0.0,0.19517384931910706
 ,m1027019,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2729408,0.0,0.19577561863869314,10.510695397276429,2.6357756186386934,0.0,0.19577561863869314
321849b0b,l2748152,0.0,0.19517384931910706,6.620695397276428,1.6551738493191075,0.0,0.19517384931910706
 ,p901905,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2785522,0.0,0.19577561863869314,10.510695397276429,2.6357756186386934,0.0,0.19577561863869314
 ,l2801949,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2710516,9.650695397276428,2.4262740401269935,0.0,0.19627404012699373,0.0,0.19627404012699373
 ,l2691944,9.65069539727643,2.4153938874806844,0.0,0.19539388748068431,0.0,0.19539388748068431
 ,m1026961,0.0,0.0,0.0,0.0,0.0,0.0
321837a0b,l2673312,9.65069539727643,2.4262740401269935,0.0,0.1962740401269937,0.0,0.1962740401269937
 ,n1138000,0.0,0.0,0.0,0.0,0.0,0.0
441311a0b,l2766720,9.65069539727643,2.4153938874806844,0.0,0.19539388748068431,0.0,0.19539388748068431
 ,l3235247,6.100695397276428,1.525173849319107,0.0,0.195173849319107,0.0,0.195173849319107
 ,m3729981,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1147865,0.0,0.0,0.0,0.0,0.0,0.0
2224192013a0b,l3632979,6.100695397276429,1.5251738493191072,0.0,0.195173849319107,0.0,0.195173849319107
 ,l2895489,0.0,0.0,0.0,0.0,0.0,0.0
 ,area_30area_63,0.0,0.0,0.0,0.0,0.0,0.0
 ,area_63area_67,0.0,0.0,0.0,0.0,0.0,0.0
 ,area_63area_69,0.0,0.0,0.0,0.0,0.0,0.0
 ,area_63area_70,0.0,0.0,0.0,0.0,0.0,0.0
 ,area_63area_87,0.0,0.0,0.0,0.0,0.0,0.0
