name,basekV,latitude,longitude
m1026807,7.2,46.70787564,-119.2092465
l2973161,7.2,46.70257274,-119.2103177
n1140522,7.2,46.7054107,-119.2109538
m1026808,7.2,46.7079097,-119.2091707
l2766725,7.2,46.70504606,-119.212167
d5534970-1_int,7.2,46.70001554,-119.213527
n1140524,7.2,46.70391878,-119.211088
l2729410,7.2,46.70791004,-119.2087007
l2841635,7.2,46.70922136,-119.2070512
m1047503,7.2,46.70940536,-119.206709
l3254217,7.2,46.7075079,-119.2100651
m1026795,7.2,46.70540942,-119.2107414
m1026800,7.2,46.70667526,-119.2104214
m1026784,7.2,46.70406514,-119.2117051
d5895780-3_int,7.2,46.70985998,-119.2059553
l2991914,7.2,46.7096814,-119.2061957
m1026785,7.2,46.70443518,-119.2113768
m1026774,7.2,46.70241036,-119.2124414
m1026796,7.2,46.70584402,-119.2107322
m1026780,7.2,46.70380992,-119.2116998
m1026786,7.2,46.7044864,-119.2113519
m1026783,7.2,46.70404132,-119.2115684
l2822869,7.2,46.70876094,-119.2079076
l2766724,7.2,46.70417508,-119.2123351
d6140776-1_int,7.2,46.70084318,-119.2132659
l2841633,7.2,46.70073276,-119.2133055
n1140523,7.2,46.70411114,-119.2119685
n1140521,7.2,46.70775128,-119.2095233
n1140520,7.2,46.70790974,-119.20909
l3197641,7.2,46.70351786,-119.209135
m1026797,7.2,46.70587926,-119.210721
l2822870,7.2,46.70548334,-119.2112093
m1026769,7.2,46.70083834,-119.2132318
