name,basekV,latitude,longitude
l3254870,7.2,46.69140802,-119.1384378
l2730149,7.2,46.69892356,-119.1398162
l3067478,7.2,46.69745486,-119.1398349
m1125982,7.2,46.69418608,-119.1358603
p895107,7.2,46.69298222,-119.1377453
221-703009,7.2,46.6849773,-119.1390022
l3029055,7.2,46.69463722,-119.1349668
m1125968,7.2,46.69310232,-119.1377606
m1108372,7.2,46.6932894,-119.1411386
m1125978,7.2,46.69329484,-119.1366523
m3037449,7.2,46.69589826,-119.1407534
l3179607,7.2,46.69419648,-119.1407535
d5535139-1_int,7.2,46.70036402,-119.1405885
m1125969,7.2,46.69310484,-119.1368212
p901945,7.2,46.69557118,-119.1394414
l3254869,7.2,46.69194154,-119.1369871
m1125989,7.2,46.69649546,-119.1395952
l3216988,7.2,46.69358456,-119.1424561
l2955005,7.2,46.69315998,-119.1406118
m1125994,7.2,46.69892008,-119.1401959
l2767341,7.2,46.69316116,-119.1372632
l2767340,7.2,46.69589034,-119.1407216
l3160793,7.2,46.69562358,-119.1417597
p895102,7.2,46.69318094,-119.1367536
m1125990,7.2,46.69656402,-119.1396124
m1125987,7.2,46.69555144,-119.1393623
l2898457,7.2,46.69525342,-119.1400887
m1108375,7.2,46.6960607,-119.1410006
m1125976,7.2,46.6932045,-119.1384345
l3048887,7.2,46.6933297,-119.1392443
m1125966,7.2,46.6929438,-119.1394784
d5867591-1_int,7.2,46.69892656,-119.1412047
m1125997,7.2,46.70032046,-119.1405816
l3030126,7.2,46.69173756,-119.1377169
e206217,7.2,46.69295618,-119.1358793
l3150961,7.2,46.6846787,-119.1385428
m1125988,7.2,46.69559478,-119.1395362
m1125943,7.2,46.685023,-119.1390725
l2798067,7.2,46.690923,-119.137151
p895106,7.2,46.6932251,-119.1385678
