name,element,length_unit,z_matrix_real,z_matrix_imag,length,from_bus,to_bus,num_phases,phases,is_switch,is_open,base_kv_LL
ln6504019-6,line,3,"[[0.27001903752089, 0.10995066546782976, 0.11353849004463121], [0.10995066546782976, 0.2646337351077933, 0.11074699310270611], [0.11353849004463121, 0.11074699310270611, 0.27169827938724384]]","[[0.6959739725759837, 0.33350978598678477, 0.30827065787452296], [0.33350978598678477, 0.7087291002604086, 0.35025852041852196], [0.30827065787452296, 0.35025852041852196, 0.6920213416170082]]",0.16040988,d6504019-6_int,m1186065,3,"{'b', 'c', 'a'}",False,False,12.47
ln5927383-1,line,3,"[[0.27001903752089, 0.10995066546782976, 0.11353849004463121], [0.10995066546782976, 0.2646337351077933, 0.1107469931027061], [0.11353849004463121, 0.1107469931027061, 0.27169827938724384]]","[[0.6959739725759837, 0.3335097859867847, 0.30827065787452296], [0.3335097859867847, 0.7087291002604086, 0.350258520418522], [0.30827065787452296, 0.350258520418522, 0.6920213416170083]]",0.069089863,m1186065,m1186064,3,"{'b', 'c', 'a'}",False,False,12.47
ln5654480-1,line,3,"[[0.27001903752089, 0.10995066546782975, 0.1135384900446312], [0.10995066546782975, 0.26463373510779326, 0.1107469931027061], [0.1135384900446312, 0.1107469931027061, 0.27169827938724384]]","[[0.6959739725759836, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604085, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.005146385,m1186064,m1186063,3,"{'b', 'c', 'a'}",False,False,12.47
ln6412356-1,line,3,"[[0.27001903752089007, 0.10995066546782976, 0.11353849004463121], [0.10995066546782976, 0.2646337351077933, 0.1107469931027061], [0.11353849004463121, 0.1107469931027061, 0.27169827938724384]]","[[0.6959739725759837, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604086, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170083]]",0.061073663,m1186063,m1209776,3,"{'b', 'c', 'a'}",False,False,12.47
ln5533797-1,line,3,"[[0.27001903752089, 0.10995066546782976, 0.11353849004463121], [0.10995066546782976, 0.2646337351077933, 0.11074699310270611], [0.11353849004463121, 0.11074699310270611, 0.27169827938724384]]","[[0.6959739725759836, 0.33350978598678477, 0.3082706578745229], [0.33350978598678477, 0.7087291002604086, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170083]]",0.066478863,m1209776,m1209775,3,"{'b', 'c', 'a'}",False,False,12.47
ln6078775-1,line,3,"[[0.27001903752089, 0.10995066546782976, 0.11353849004463121], [0.10995066546782976, 0.2646337351077933, 0.11074699310270611], [0.11353849004463121, 0.11074699310270611, 0.27169827938724384]]","[[0.6959739725759837, 0.33350978598678477, 0.30827065787452296], [0.33350978598678477, 0.7087291002604086, 0.350258520418522], [0.30827065787452296, 0.350258520418522, 0.6920213416170083]]",0.16207054,m1209775,m1209774,3,"{'b', 'c', 'a'}",False,False,12.47
ln6381858-1,line,3,"[[0.27001903752089, 0.10995066546782975, 0.1135384900446312], [0.10995066546782975, 0.2646337351077933, 0.1107469931027061], [0.1135384900446312, 0.1107469931027061, 0.27169827938724384]]","[[0.6959739725759836, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604085, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.062531399,m1209774,l3123509,3,"{'b', 'c', 'a'}",False,False,12.47
ln6078776-1,line,3,"[[0.27001903752089, 0.10995066546782975, 0.1135384900446312], [0.10995066546782975, 0.26463373510779326, 0.11074699310270608], [0.1135384900446312, 0.11074699310270608, 0.27169827938724384]]","[[0.6959739725759836, 0.3335097859867847, 0.30827065787452285], [0.3335097859867847, 0.7087291002604086, 0.35025852041852196], [0.30827065787452285, 0.35025852041852196, 0.6920213416170081]]",0.091160506,l3123509,m1209772,3,"{'b', 'c', 'a'}",False,False,12.47
ln5542283-1,line,3,"[[0.27001903752089, 0.10995066546782975, 0.1135384900446312], [0.10995066546782975, 0.2646337351077933, 0.1107469931027061], [0.1135384900446312, 0.1107469931027061, 0.27169827938724384]]","[[0.6959739725759836, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604085, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.17433574,m1209772,e192258,3,"{'b', 'c', 'a'}",False,False,12.47
ln5898194-1,line,3,"[[0.6615247636519079, 0.13832407098648414, 0.1426686299223948], [0.13832407098648414, 0.6549809528049236, 0.13929421602661768], [0.1426686299223948, 0.13929421602661768, 0.6635546969099017]]","[[0.9155950957815842, 0.4326227159113597, 0.41225267180819564], [0.4326227159113597, 0.9210227016513369, 0.45046941802943224], [0.41225267180819564, 0.45046941802943224, 0.9139321931005155]]",0.092323259,m1186065,p829977,3,"{'b', 'c', 'a'}",False,False,12.47
