name,bus,P1,Q1,P2,Q2,P3,Q3
 ,d5534969-2_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1134477,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3066814,0.0,0.0,3.89,0.98,0.0,0.0
 ,n1134476,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069499,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069498,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069495,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069497,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1134475,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1069496,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1134474,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089215,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089220,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089der480-2,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1144663,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3231255,0.0,0.0,0.0,0.0,10.17,2.55
 ,l3118855,0.0,0.0,0.0,0.0,15.26,3.82
 ,m1089213,0.0,0.0,0.0,0.0,0.0,0.0
339048a0b,l3160098,5.32,1.33,0.0,0.0,0.0,0.0
 ,m1089207,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089203,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089202,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089201,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089198,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089196,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089197,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089199,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108526,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108534,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108535,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108532,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108529,0.0,0.0,0.0,0.0,0.0,0.0
 ,q14734,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2842330,0.0,0.0,0.0,0.0,10.17,2.55
356794c0b,l3086002,0.0,0.0,0.0,0.0,10.17,2.54
 ,m1126031,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3101827,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108540,0.0,0.0,0.0,0.0,0.0,0.0
356796c0b,l3235945,0.0,0.0,0.0,0.0,10.17,2.55
 ,m1108524,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1136031,0.0,0.0,0.0,0.0,0.0,0.0
 ,p829796,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3179608,0.0,0.0,0.0,0.0,15.26,3.83
 ,l2730107,0.0,0.0,0.0,0.0,10.17,2.54
339044c0b,l3197625,0.0,0.0,0.0,0.0,6.1,1.53
 ,n1142107,0.0,0.0,0.0,0.0,0.0,0.0
356797c0b,l2955006,0.0,0.0,0.0,0.0,10.17,2.55
 ,l2692600,0.0,0.0,0.0,0.0,10.17,2.55
 ,l3235242,0.0,0.0,0.0,0.0,10.17,2.55
 ,m1089195,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3141393,0.0,0.0,0.0,0.0,10.17,2.55
 ,p895089,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108508,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3097861,0.0,0.0,0.0,0.0,4.07,1.02
 ,m1108514,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108520,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2804277,0.0,0.0,0.0,0.0,10.17,2.55
 ,p895075,0.0,0.0,0.0,0.0,0.0,0.0
328363b0b,l2936213,0.0,0.0,14.59,3.66,0.0,0.0
 ,m1108527,0.0,0.0,0.0,0.0,0.0,0.0
339042b0b,l3141394,0.0,0.0,9.73,2.44,0.0,0.0
 ,p895082,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1142106,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089205,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089200,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2916602,8.870000000000001,2.23,0.0,0.0,0.0,0.0
226115278a0b,l3157167,5.32,1.34,0.0,0.0,0.0,0.0
 ,l2785511,8.87,2.22,0.0,0.0,0.0,0.0
 ,p827498,0.0,0.0,0.0,0.0,0.0,0.0
 ,p895087,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089204,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1134472,0.0,0.0,0.0,0.0,0.0,0.0
339047a0b,l2973148,8.87,2.22,0.0,0.0,0.0,0.0
 ,n1136032,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3010557,5.32,1.33,0.0,0.0,0.0,0.0
 ,p901934,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1140517,0.0,0.0,0.0,0.0,0.0,0.0
226194093a0b,l3157718,5.319999999999999,1.3299999999999998,0.0,0.0,0.0,0.0
