name,bus,P1,Q1,P2,Q2,P3,Q3
 ,d5653457-1_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026891,0.0,0.0,0.0,0.0,0.0,0.0
355780b0b,l3160102,0.0,0.0,9.73,2.44,0.0,0.0
 ,p827514,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026876,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026866,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026844,0.0,0.0,0.0,0.0,0.0,0.0
225806974a0b,l2876814,3.55,0.89,0.0,0.0,0.0,0.0
 ,m1026834,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026829,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026824,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1009807,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1009805,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1147859,0.0,0.0,0.0,0.0,0.0,0.0
 ,p827573,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2710542,0.0,0.0,9.73,2.44,0.0,0.0
 ,l2729430,0.0,0.0,9.73,2.4400000000000004,0.0,0.0
 ,l2673323,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
 ,m1009809,0.0,0.0,0.0,0.0,0.0,0.0
355437c0b,l2710525,0.0,0.0,0.0,0.0,10.17,2.55
227653310c0b,l2746587,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
 ,n1147858,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2991933,0.0,0.0,0.0,0.0,20.34,5.09
355432c0b,l3122837,0.0,0.0,0.0,0.0,15.26,3.83
 ,l3122817,0.0,0.0,0.0,0.0,6.1,1.53
355778c0b,l2673314,0.0,0.0,0.0,0.0,4.07,1.02
355431c0b,l3048222,0.0,0.0,0.0,0.0,15.26,3.83
 ,n1147863,0.0,0.0,0.0,0.0,0.0,0.0
 ,p859694,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1147860,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1147861,0.0,0.0,0.0,0.0,0.0,0.0
227896008c0b,l3177881,0.0,0.0,0.0,0.0,10.17,2.55
 ,l3122818,0.0,0.0,0.0,0.0,10.17,2.55
 ,n1147862,0.0,0.0,0.0,0.0,0.0,0.0
225533531a0b,l2685805,8.87,2.23,0.0,0.0,0.0,0.0
