name,element,length_unit,z_matrix_real,z_matrix_imag,length,from_bus,to_bus,num_phases,phases,is_switch,is_open
ln6138608-3,line,3,"[[0.27001903752089, 0.10995066546782975, 0.1135384900446312], [0.10995066546782975, 0.26463373510779326, 0.1107469931027061], [0.1135384900446312, 0.1107469931027061, 0.27169827938724384]]","[[0.6959739725759836, 0.3335097859867847, 0.30827065787452285], [0.3335097859867847, 0.7087291002604086, 0.35025852041852196], [0.30827065787452285, 0.35025852041852196, 0.6920213416170082]]",0.085516894,l3029502,d6138608-3_int,3,"{'a', 'b', 'c'}",False,False
ln6290212-1,line,3,"[[0.27001903752089, 0.10995066546782976, 0.1135384900446312], [0.10995066546782976, 0.26463373510779326, 0.11074699310270611], [0.1135384900446312, 0.11074699310270611, 0.27169827938724384]]","[[0.6959739725759837, 0.33350978598678477, 0.3082706578745229], [0.33350978598678477, 0.7087291002604086, 0.350258520418522], [0.3082706578745229, 0.350258520418522, 0.6920213416170083]]",0.095769969,m1089131,l3029502,3,"{'a', 'b', 'c'}",False,False
ln5502531-1,line,3,"[[0.27001903752089, 0.10995066546782976, 0.11353849004463118], [0.10995066546782976, 0.26463373510779326, 0.1107469931027061], [0.11353849004463118, 0.1107469931027061, 0.2716982793872438]]","[[0.6959739725759836, 0.3335097859867847, 0.30827065787452285], [0.3335097859867847, 0.7087291002604085, 0.35025852041852196], [0.30827065787452285, 0.35025852041852196, 0.6920213416170082]]",0.038246899,l3104125,m1089131,3,"{'a', 'b', 'c'}",False,False
ln6350541-1,line,3,"[[0.27001903752089, 0.10995066546782976, 0.1135384900446312], [0.10995066546782976, 0.2646337351077933, 0.1107469931027061], [0.1135384900446312, 0.1107469931027061, 0.2716982793872438]]","[[0.6959739725759837, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604086, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.10782787,l3160107,l3104125,3,"{'a', 'b', 'c'}",False,False
ln6259995-1,line,3,"[[0.27001903752089, 0.10995066546782975, 0.11353849004463121], [0.10995066546782975, 0.26463373510779326, 0.1107469931027061], [0.11353849004463121, 0.1107469931027061, 0.2716982793872438]]","[[0.6959739725759836, 0.33350978598678477, 0.3082706578745229], [0.33350978598678477, 0.7087291002604085, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.11055144,m1089141,l3160107,3,"{'a', 'b', 'c'}",False,False
ln5502533-1,line,3,"[[0.27001903752089, 0.10995066546782975, 0.1135384900446312], [0.10995066546782975, 0.2646337351077933, 0.1107469931027061], [0.1135384900446312, 0.1107469931027061, 0.2716982793872438]]","[[0.6959739725759836, 0.33350978598678477, 0.3082706578745229], [0.33350978598678477, 0.7087291002604086, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.13735777,m1089143,m1089141,3,"{'a', 'b', 'c'}",False,False
ln5623403-1,line,3,"[[0.27001903752089, 0.10995066546782975, 0.11353849004463121], [0.10995066546782975, 0.26463373510779326, 0.1107469931027061], [0.11353849004463121, 0.1107469931027061, 0.2716982793872438]]","[[0.6959739725759837, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604086, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.087713405,l3029498,m1089143,3,"{'a', 'b', 'c'}",False,False
ln6440069-1,line,3,"[[0.27001903752089, 0.10995066546782975, 0.1135384900446312], [0.10995066546782975, 0.26463373510779326, 0.1107469931027061], [0.1135384900446312, 0.1107469931027061, 0.2716982793872438]]","[[0.6959739725759837, 0.3335097859867847, 0.3082706578745229], [0.3335097859867847, 0.7087291002604086, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.067491088,l2933164,l3029498,3,"{'a', 'b', 'c'}",False,False
ln5955063-1,line,3,"[[0.27001903752089, 0.10995066546782975, 0.1135384900446312], [0.10995066546782975, 0.26463373510779326, 0.11074699310270608], [0.1135384900446312, 0.11074699310270608, 0.27169827938724384]]","[[0.6959739725759836, 0.3335097859867847, 0.30827065787452285], [0.3335097859867847, 0.7087291002604085, 0.35025852041852196], [0.30827065787452285, 0.35025852041852196, 0.6920213416170081]]",0.079292547,m1108286,l2933164,3,"{'a', 'b', 'c'}",False,False
ln5527400-1,line,3,"[[0.27001903752089, 0.10995066546782976, 0.1135384900446312], [0.10995066546782976, 0.26463373510779326, 0.1107469931027061], [0.1135384900446312, 0.1107469931027061, 0.2716982793872438]]","[[0.6959739725759837, 0.33350978598678477, 0.3082706578745229], [0.33350978598678477, 0.7087291002604086, 0.35025852041852196], [0.3082706578745229, 0.35025852041852196, 0.6920213416170082]]",0.005096697,l2688692,m1108286,3,"{'a', 'b', 'c'}",False,False
