name,basekV,latitude,longitude
e182725,7.2,46.73849776,-119.2304801
m1026946,7.2,46.73458598,-119.2280339
m1026939,7.2,46.7323297,-119.2278021
l3008232,7.2,46.737719,-119.2258547
m1026935,7.2,46.73129264,-119.2293775
m1026940,7.2,46.73284666,-119.228744
m1026949,7.2,46.73704108,-119.2293386
l2935556,7.2,46.7300674,-119.2299236
m1026947,7.2,46.73635798,-119.2290968
m1026953,7.2,46.73778578,-119.2263707
l2954347,7.2,46.73778652,-119.2268929
l3104124,7.2,46.73213664,-119.2274503
m1026948,7.2,46.7369812,-119.2294755
l2764399,7.2,46.73822138,-119.2263716
m1026951,7.2,46.73761946,-119.2280158
