name,bus,P1,Q1,P2,Q2,P3,Q3
 ,d5653469-1_int,0.0,0.0,0.0,0.0,0.0,0.0
21396331b0b,l3178981,0.0,0.0,9.73,2.44,0.0,0.0
 ,m1047368,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2748130,0.0,0.0,9.73,2.43,0.0,0.0
 ,l2785528,0.0,0.0,5.84,1.47,0.0,0.0
 ,l2841620,0.0,0.0,5.84,1.46,0.0,0.0
138755b0b,l2785520,0.0,0.0,3.89,0.98,0.0,0.0
 ,m1047386,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1047379,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3254211,0.0,0.0,9.73,2.44,0.0,0.0
 ,m1047388,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2729407,0.0,0.0,5.84,1.46,0.0,0.0
247105b0b,l2691942,0.0,0.0,5.84,1.46,0.0,0.0
 ,m1047374,0.0,0.0,0.0,0.0,0.0,0.0
247126b0b,l2879065,0.0,0.0,3.89,0.97,0.0,0.0
247122b0b,l3197629,0.0,0.0,5.84,1.47,0.0,0.0
226192762b0b,l2689678,0.0,0.0,1.95,0.49,0.0,0.0
 ,m1026463,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026468,0.0,0.0,0.0,0.0,0.0,0.0
 ,p901909,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026472,0.0,0.0,0.0,0.0,0.0,0.0
 ,d5472341-1_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,p827495,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026466,0.0,0.0,0.0,0.0,0.0,0.0
 ,d5865224-1_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026486,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026488,0.0,0.0,0.0,0.0,0.0,0.0
 ,d6047588-1_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3254212,0.0,0.0,14.59,3.65,0.0,0.0
 ,l2766732,0.0,0.0,3.89,0.97,0.0,0.0
 ,m1026485,0.0,0.0,0.0,0.0,0.0,0.0
247170b0b,l2897784,0.0,0.0,14.59,3.66,0.0,0.0
 ,m1026496,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3119793,0.0,0.0,5.84,1.46,0.0,0.0
 ,m1047371,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026492,0.0,0.0,0.0,0.0,0.0,0.0
 ,p827542,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026487,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3048231,0.0,0.0,19.450000000000003,4.87,0.0,0.0
 ,l2691959,0.0,0.0,38.9,9.75,0.0,0.0
 ,221-306687,0.0,0.0,0.0,0.0,0.0,0.0
21467859b0b,l2916625,0.0,0.0,14.59,3.66,0.0,0.0
226311345b0b,l3139598,0.0,0.0,14.59,3.66,0.0,0.0
 ,p841985,0.0,0.0,0.0,0.0,0.0,0.0
