name,bus,P1,Q1,P2,Q2,P3,Q3
 ,l2990828,0.0,0.0,0.0,0.0,0.0,0.0
337636c0b,l2841619,0.0,0.0,0.0,0.0,15.26,3.83
 ,m1089189,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089188,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089187,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089186,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1089der480-1,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2822863,0.0,0.0,0.0,0.0,4.07,1.02
 ,m1089177,0.0,0.0,0.0,0.0,0.0,0.0
 ,e182723,0.0,0.0,0.0,0.0,0.0,0.0
293609c0b,l2785515,0.0,0.0,0.0,0.0,10.17,2.55
337633c0b,l2729406,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
337634c0b,l2897768,0.0,0.0,0.0,0.0,10.17,2.55
293608c0b,l2673306,0.0,0.0,0.0,0.0,10.170000000000002,2.55
