name,bus,P1,Q1,P2,Q2,P3,Q3
 ,m1026905,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026907,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026902,0.0,0.0,0.0,0.0,0.0,0.0
 ,p827525,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026chp-1,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026896,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3120484,0.0,0.0,0.0,0.0,6.1,1.53
 ,m1026886,0.0,0.0,0.0,0.0,0.0,0.0
 ,q14413,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3085398,0.0,0.0,9.73,2.44,0.0,0.0
 ,m1026915,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2820528,0.0,0.0,0.0,0.0,10.17,2.55
 ,l2745799,0.0,0.0,0.0,0.0,10.17,2.55
 ,p895409,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026895,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1137998,0.0,0.0,0.0,0.0,0.0,0.0
 ,p875742,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026916,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3197634,0.0,0.0,14.59,3.66,0.0,0.0
 ,p827515,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2991909,8.87,2.23,0.0,0.0,0.0,0.0
21396959a0b,l3197638,8.870000000000001,2.22,0.0,0.0,0.0,0.0
 ,m1026849,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026847,0.0,0.0,0.0,0.0,0.0,0.0
21397029a0b,l2673311,8.87,2.23,0.0,0.0,0.0,0.0
 ,m1026848,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2935557,13.3,3.33,0.0,0.0,0.0,0.0
 ,m1026874,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026880,0.0,0.0,0.0,0.0,0.0,0.0
21470326a0b,l2766748,5.32,1.33,0.0,0.0,0.0,0.0
 ,p860847,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1147864,0.0,0.0,0.0,0.0,0.0,0.0
21396867a0b,l2710536,8.87,2.22,0.0,0.0,0.0,0.0
