name,bus,P1,Q1,P2,Q2,P3,Q3
 ,d6170302-1_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108311,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108315,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2955081,6.100695397276429,1.5251738493191072,0.0,0.195173849319107,0.0,0.195173849319107
 ,226-23751,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1125902,0.0,0.0,0.0,0.0,0.0,0.0
 ,e183493,0.0,0.0,0.0,0.0,0.0,0.0
 ,d6141147-1_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,196-35541,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1108316,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1230121,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3179682,0.0,0.19581376357916963,0.0,0.19581376357916963,6.880695397276429,1.7258137635791697
 ,l2786274,0.0,0.19574958338789492,0.0,0.19574958338789492,10.950695397276428,2.745749583387895
 ,p860843,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2898526,0.0,0.19581376357916963,0.0,0.19581376357916963,6.880695397276428,1.7258137635791695
 ,p829986,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1125903,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2989565,9.65069539727643,2.4262740401269935,0.0,0.1962740401269937,0.0,0.1962740401269937
 ,m1125904,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1142108,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2674051,6.100695397276429,1.5251738493191072,0.0,0.195173849319107,0.0,0.195173849319107
 ,area_21area_22,0.0,0.0,0.0,0.0,0.0,0.0
 ,area_22area_55,0.0,0.0,0.0,0.0,0.0,0.0
