name,bus,P1,Q1,P2,Q2,P3,Q3
 ,d2000901_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,m2000902,0.0,0.0,0.0,0.0,11.25,6.37
2000903c0b,m2000903,0.0,0.0,0.0,0.0,12.56,7.12
 ,m2000904,0.0,0.0,0.0,0.0,9.71,5.5
 ,m2000905,0.0,0.0,0.0,0.0,11.25,6.37
 ,m2000906,0.0,0.0,0.0,0.0,11.25,6.37
 ,m2000907,0.0,0.0,0.0,0.0,11.25,6.37
 ,m2000908,0.0,0.0,0.0,0.0,11.25,6.37
 ,m2000909,0.0,0.0,0.0,0.0,11.25,6.37
2000910c0b,m2000910,0.0,0.0,0.0,0.0,11.25,6.37
2000911c0b,m2000911,0.0,0.0,0.0,0.0,11.25,6.37
 ,m2000912,0.0,0.0,0.0,0.0,11.25,6.37
 ,m2000913,0.0,0.0,0.0,0.0,11.25,6.37
2000914c0b,m2000914,0.0,0.0,0.0,0.0,11.25,6.37
2000915c0b,m2000915,0.0,0.0,0.0,0.0,11.25,6.37
