name,bus,P1,Q1,P2,Q2,P3,Q3
 ,d6077791-3_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1136663,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1047534,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1047550,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1047558,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1047568,0.0,0.0,0.0,0.0,0.0,0.0
 ,q14733,0.0,0.0,0.0,0.0,0.0,0.0
 ,p827527,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1136658,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1047566,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3029505,0.0,0.19574958338789497,0.0,0.19574958338789497,10.950695397276428,2.7457495833878953
338967c0b,l2673318,0.0,0.19574958338789492,0.0,0.19574958338789492,10.950695397276428,2.745749583387895
 ,n1136661,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1137996,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3178979,0.0,0.19542964728675982,0.0,0.19542964728675982,16.040695397276426,4.015429647286759
 ,n1136659,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1137995,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3104129,14.080695397276429,3.5254673438293613,0.0,0.19546734382936126,0.0,0.19546734382936126
338970a0b,l3141401,9.650695397276428,2.4153938874806844,0.0,0.19539388748068437,0.0,0.19539388748068437
 ,n1136660,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3010568,9.650695397276428,2.4262740401269935,0.0,0.19627404012699373,0.0,0.19627404012699373
 ,area_33area_35,0.0,0.0,0.0,0.0,0.0,0.0
 ,area_35area_36,0.0,0.0,0.0,0.0,0.0,0.0
