name,element,length_unit,z_matrix_real,z_matrix_imag,length,from_bus,to_bus,num_phases,phases,is_switch,is_open,base_kv_LL,line_unit
ln6077781-3,line,3.0,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.3885791265977958, 0.3661153844245815], [0.3885791265977958, 0.8785278216853143, 0.40595335548372335], [0.3661153844245815, 0.40595335548372335, 0.8673003155391138]]",0.047309655,d6077791-3_int,n1136663,3,"{'b', 'c', 'a'}",False,False,12.47,
ln6077781-2,line,3.0,"[[0.6608697905171502, 0.13749931929573367, 0.14206645526363162], [0.13749931929573367, 0.6539991534688785, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245815], [0.38857912659779587, 0.8785278216853144, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.11473566,n1136663,m1047534,3,"{'b', 'c', 'a'}",False,False,12.47,
ln6350542-1,line,3.0,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688785, 0.13851834374542207], [0.1420664552636316, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.3885791265977958, 0.3661153844245816], [0.3885791265977958, 0.8785278216853144, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391138]]",0.099742445,m1047534,m1047550,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5956470-1,line,3.0,"[[0.6608697905171503, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542207], [0.14206645526363162, 0.13851834374542207, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245816], [0.38857912659779587, 0.8785278216853144, 0.40595335548372335], [0.3661153844245816, 0.40595335548372335, 0.8673003155391137]]",0.054832551,m1047550,m1047558,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5804800-1,line,3.0,"[[0.6608697905171502, 0.13749931929573364, 0.1420664552636316], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.1420664552636316, 0.13851834374542205, 0.6630065270695663]]","[[0.8699472295442793, 0.3885791265977958, 0.36611538442458147], [0.3885791265977958, 0.8785278216853142, 0.4059533554837233], [0.36611538442458147, 0.4059533554837233, 0.8673003155391136]]",0.090560526,m1047558,m1047568,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5860423-4,line,3.0,"[[0.6608697905171502, 0.13749931929573364, 0.14206645526363162], [0.13749931929573364, 0.6539991534688784, 0.13851834374542205], [0.14206645526363162, 0.13851834374542205, 0.6630065270695664]]","[[0.8699472295442794, 0.38857912659779587, 0.3661153844245815], [0.38857912659779587, 0.8785278216853143, 0.4059533554837233], [0.3661153844245815, 0.4059533554837233, 0.8673003155391137]]",0.014963062,m1047568,q14733,3,"{'b', 'c', 'a'}",False,False,12.47,
ln6383059-1,line,3.0,"[[1.6834002150542942, 0.1383240709864841, 0.14266862992239476], [0.1383240709864841, 1.67685640420731, 0.13929421602661765], [0.14266862992239476, 0.13929421602661765, 1.6854301483122878]]","[[0.9272999605569422, 0.4326227159113597, 0.41225267180819564], [0.4326227159113597, 0.932727566426695, 0.45046941802943224], [0.41225267180819564, 0.45046941802943224, 0.9256370578758736]]",0.015939035,m1047568,p827527,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5716230-2,line,3.0,"[[1.683400215054294, 0.1383240709864841, 0.14266862992239476], [0.1383240709864841, 1.6768564042073097, 0.13929421602661768], [0.14266862992239476, 0.13929421602661768, 1.6854301483122878]]","[[0.9272999605569421, 0.4326227159113597, 0.4122526718081956], [0.4326227159113597, 0.9327275664266949, 0.4504694180294322], [0.4122526718081956, 0.4504694180294322, 0.9256370578758736]]",0.006141567,p827527,n1136658,3,"{'b', 'c', 'a'}",False,False,12.47,
ln5716230-3,line,3.0,"[[1.6834002150542944, 0.13832407098648414, 0.1426686299223948], [0.13832407098648414, 1.67685640420731, 0.13929421602661768], [0.1426686299223948, 0.13929421602661768, 1.685430148312288]]","[[0.9272999605569422, 0.43262271591135965, 0.41225267180819564], [0.43262271591135965, 0.932727566426695, 0.45046941802943224], [0.41225267180819564, 0.45046941802943224, 0.9256370578758736]]",0.042895536,n1136658,m1047566,3,"{'b', 'c', 'a'}",False,False,12.47,
ln6411385-1,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793084]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512117]]",0.099578149,l3029505,l2673318,1,{'c'},False,False,12.47,
ln6047574-2,line,3.0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793084]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512115]]",0.007905941,m1047534,n1136661,1,{'c'},False,False,12.47,
