name,basekV,latitude,longitude
m2000902,7.2,46.61246104,-119.2007335
m2000912,7.2,46.61681698,-119.1955117
m2000915,7.2,46.61812376,-119.1939451
m2000911,7.2,46.61638138,-119.1960339
m2000906,7.2,46.61420342,-119.1986448
m2000909,7.2,46.6155102,-119.1970782
m2000910,7.2,46.6159458,-119.1965561
m2000904,7.2,46.61333222,-119.1996891
m2000903,7.2,46.61289664,-119.2002113
m2000913,7.2,46.61725258,-119.1949895
m2000908,7.2,46.6150746,-119.1976004
m2000914,7.2,46.61768818,-119.1944673
m2000905,7.2,46.61376782,-119.199167
d2000901_int,7.2,46.61202544,-119.2012557
m2000907,7.2,46.61463902,-119.1981226
