name,basekV,latitude,longitude
l2691943,7.2,46.76420298,-119.1952694
m1047793,7.2,46.7459301,-119.1975975
m1047828,7.2,46.7585694,-119.1941982
l2710512,7.2,46.756706,-119.1952492
p827555,7.2,46.74593628,-119.1977017
l3234185,7.2,46.75663958,-119.1825849
l2860500,7.2,46.74696842,-119.1959305
d5804798-3_int,7.2,46.73965466,-119.1995847
l2954346,7.2,46.75885022,-119.1942924
l2710504,7.2,46.75841236,-119.1863918
m1069738,7.2,46.75800738,-119.1826144
m1047766,7.2,46.73980712,-119.1995374
l2897800,7.2,46.75024278,-119.1972297
m1047769,7.2,46.74060112,-119.1991775
l2989432,7.2,46.75020092,-119.1961301
l2726975,7.2,46.7567876,-119.1883436
m1047792,7.2,46.74572292,-119.1965156
l3157710,7.2,46.74522046,-119.1978069
l3235246,7.2,46.75561824,-119.1954704
m1047809,7.2,46.75061874,-119.1972831
l2690941,7.2,46.7594174,-119.1826044
m1047787,7.2,46.74419338,-119.1981099
m1047826,7.2,46.75783728,-119.1893552
l3216344,7.2,46.73962452,-119.1986185
l3160117,7.2,46.74680612,-119.1975093
m1047796,7.2,46.74604688,-119.2001068
l2748124,7.2,46.75693622,-119.1839526
m1069730,7.2,46.75759628,-119.1839252
l3197660,7.2,46.74894136,-119.1927619
l2710513,7.2,46.75797798,-119.1926824
l3010562,7.2,46.7453003,-119.2019995
l2935568,7.2,46.75317106,-119.1966313
m1047812,7.2,46.75175596,-119.1975817
l3066830,7.2,46.74973448,-119.1948427
l2710514,7.2,46.74206266,-119.198754
l3197632,7.2,46.74030098,-119.1967141
l3178974,7.2,46.76173124,-119.1932169
m1047768,7.2,46.7404342,-119.1992259
l2860501,7.2,46.74000984,-119.1983536
m1047794,7.2,46.7459426,-119.1978377
m4350438,7.2,46.7520677,-119.1975706
l3065750,7.2,46.75521884,-119.1825564
m3327097,7.2,46.76296632,-119.1945932
l3448661,7.2,46.76286152,-119.1953187
l2876846,7.2,46.74573608,-119.1901908
m1047795,7.2,46.74602218,-119.1975779
l3159037,7.2,46.75760624,-119.1833114
l3048203,7.2,46.74557656,-119.1852094
p827553,7.2,46.75784164,-119.1894468
m3327098,7.2,46.7627589,-119.1932532
m1069731,7.2,46.75772478,-119.1868713
m1047831,7.2,46.76058254,-119.1932076
m1047825,7.2,46.75778946,-119.1883437
l2710505,7.2,46.76017712,-119.191512
p827554,7.2,46.74049164,-119.1992092
l3215549,7.2,46.74819474,-119.1973879
