name,basekV,latitude,longitude
l2710543,7.2,46.69225674,-119.1786958
p827575,7.2,46.6922719,-119.1798195
l3066810,7.2,46.69223222,-119.1807949
m1069437,7.2,46.69226836,-119.1799065
l3778577,7.2,46.69232504,-119.1839278
d5956499-2_int,7.2,46.69108586,-119.1800551
l2766749,7.2,46.69133694,-119.179935
n1139258,7.2,46.69226052,-119.1800991
l2925506,7.2,46.69271228,-119.179518
n1139259,7.2,46.69226998,-119.179306
m1069457,7.2,46.6942051,-119.178982
e182745,7.2,46.6941784,-119.1787972
l2897769,7.2,46.69213142,-119.1830124
m1069438,7.2,46.6922789,-119.1796474
n1139260,7.2,46.6941115,-119.1790156
l3141395,7.2,46.6922272,-119.1850168
