name,basekV,latitude,longitude
l3048222,7.2,46.71678368,-119.2427967
l2746587,7.2,46.71569208,-119.2376538
l2991933,7.2,46.71596842,-119.2389078
n1147860,7.2,46.71832454,-119.2372018
m1026891,7.2,46.72496366,-119.2364566
m1026834,7.2,46.71832454,-119.237049
m1026876,7.2,46.7229192,-119.2374225
l3177881,7.2,46.71832458,-119.237519
l2710525,7.2,46.71381226,-119.2420276
l2685805,7.2,46.72121036,-119.2356074
m1009809,7.2,46.71341182,-119.2405566
l2673323,7.2,46.71321898,-119.239353
n1147858,7.2,46.71577536,-119.2380318
l2876814,7.2,46.71946568,-119.2370686
m1026824,7.2,46.71560456,-119.2372769
l3122818,7.2,46.71971162,-119.2382222
n1147863,7.2,46.7250594,-119.2365704
l2729430,7.2,46.7176066,-119.2382951
l3122837,7.2,46.71625246,-119.2402932
l3160102,7.2,46.72385102,-119.2371322
m1026844,7.2,46.71950814,-119.2370691
n1147861,7.2,46.71953058,-119.2371963
m1009807,7.2,46.71292178,-119.237673
p827514,7.2,46.72300352,-119.2373964
n1147862,7.2,46.72139636,-119.2371221
l2673314,7.2,46.72562136,-119.2373503
m1009805,7.2,46.71204998,-119.2378258
l2710542,7.2,46.71757584,-119.2376904
d5653457-1_int,7.2,46.72528004,-119.2362419
n1147859,7.2,46.7175548,-119.2372144
p859694,7.2,46.71563332,-119.2373872
m1026866,7.2,46.7214197,-119.2373122
m1026829,7.2,46.7175529,-119.2370358
p827573,7.2,46.71755608,-119.2373304
l3122817,7.2,46.725104,-119.2366234
area_49area_48,7.2,46.725104,-119.2366234
area_48area_85,7.2,46.725104,-119.2366234
