name,bus,P1,Q1,P2,Q2,P3,Q3
 ,d5895780-3_int,0.0,0.0,0.0,0.0,0.0,0.0
338941c0b,l2991914,0.0,0.19453393505904437,0.0,0.19453393505904437,6.880695397276428,1.7145339350590445
 ,m1047503,0.0,0.0,0.0,0.0,0.0,0.0
21399099a0b,l2841635,6.100695397276429,1.5251738493191072,0.0,0.195173849319107,0.0,0.195173849319107
 ,l2822869,9.65069539727643,2.4153938874806844,0.0,0.19539388748068431,0.0,0.19539388748068431
 ,m1026808,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026807,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1140521,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3254217,0.0,0.19574958338789492,0.0,0.19574958338789492,10.950695397276428,2.745749583387895
 ,m1026800,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026797,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026796,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026795,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026786,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026785,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026783,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026780,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026774,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026769,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2841633,9.650695397276428,2.4153938874806844,0.0,0.19539388748068437,0.0,0.19539388748068437
 ,d5534970-1_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,d6140776-1_int,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1026784,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1140523,0.0,0.0,0.0,0.0,0.0,0.0
294786c0b,l2766724,0.0,0.1958137635791697,0.0,0.1958137635791697,6.880695397276428,1.72581376357917
21399171c0b,l2822870,0.0,0.1958137635791697,0.0,0.1958137635791697,6.880695397276428,1.72581376357917
 ,l2766725,0.0,0.1958137635791697,0.0,0.1958137635791697,6.880695397276428,1.72581376357917
 ,n1140522,0.0,0.0,0.0,0.0,0.0,0.0
 ,n1140520,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2729410,0.0,0.19574958338789492,0.0,0.19574958338789492,10.950695397276428,2.745749583387895
 ,l3197641,6.100695397276429,1.5251738493191067,0.0,0.19517384931910695,0.0,0.19517384931910695
293592a0b,l2973161,14.080695397276429,3.5360543328498695,0.0,0.19605433284986987,0.0,0.19605433284986987
 ,n1140524,0.0,0.0,0.0,0.0,0.0,0.0
 ,area_46area_45,0.0,0.0,0.0,0.0,0.0,0.0
 ,area_45area_29,0.0,0.0,0.0,0.0,0.0,0.0
 ,area_45area_73,0.0,0.0,0.0,0.0,0.0,0.0
