name,basekV,latitude,longitude
m1089188,7.2,46.70149744,-119.1644398
m1089189,7.2,46.7015786,-119.1633078
m1089186,7.2,46.69740198,-119.1636585
l2990828,7.2,46.70132234,-119.1605254
m1089der480-1,0.28,46.69740198,-119.1626142
m1089187,7.2,46.69696638,-119.164494
m1089177,7.2,46.6932248,-119.1645831
l2822863,7.2,46.69513762,-119.1645311
l2785515,7.2,46.70342678,-119.1623277
e182723,7.2,46.69252118,-119.1646049
l2673306,7.2,46.70254348,-119.1641079
l2841619,7.2,46.70178288,-119.1620325
l2729406,7.2,46.69321048,-119.1622276
l2897768,7.2,46.6932728,-119.1588923
area_50area_51,7.2,46.6932728,-119.1588923
area_51area_52,7.2,46.6932728,-119.1588923
