name,bus,P1,Q1,P2,Q2,P3,Q3
 ,d5746703-1_int,0.0,0.0,0.0,0.0,0.0,0.0
223660c0b,l3160863,0.0,0.19581376357916963,0.0,0.19581376357916963,6.880695397276428,1.7258137635791695
 ,l2730108,0.0,0.1958137635791697,0.0,0.1958137635791697,6.880695397276428,1.72581376357917
 ,l2786204,0.0,0.19542964728675982,0.0,0.19542964728675982,16.040695397276426,4.015429647286759
 ,m1209819,0.0,0.0,0.0,0.0,0.0,0.0
 ,l2936216,0.0,0.19565339194642664,0.0,0.19565339194642664,4.850695397276429,1.2156533919464267
 ,226-23745,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1209822,0.0,0.0,0.0,0.0,0.0,0.0
346639c0b,l2992556,0.0,0.19581376357916963,0.0,0.19581376357916963,6.880695397276428,1.7258137635791695
 ,m1209823,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1209824,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1209828,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3253570,0.0,0.19498193796284435,0.0,0.19498193796284435,10.950695397276428,2.7349819379628446
251867c0b,l2861157,0.0,0.19574958338789497,0.0,0.19574958338789497,10.950695397276428,2.7457495833878953
 ,p901951,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1186078,0.0,0.0,0.0,0.0,0.0,0.0
227411655c0b,l2806553,0.0,0.19574958338789492,0.0,0.19574958338789492,10.950695397276428,2.745749583387895
 ,m1166391,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1166394,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3254873,0.0,0.1958137635791697,0.0,0.1958137635791697,6.880695397276428,1.72581376357917
 ,m1166393,0.0,0.0,0.0,0.0,0.0,0.0
251863c0b,l2745811,0.0,0.19574958338789492,0.0,0.19574958338789492,10.950695397276428,2.745749583387895
 ,m1166395,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1166400,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1166396,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1166399,0.0,0.0,0.0,0.0,0.0,0.0
2128517c0b,l3048890,0.0,0.19574958338789492,0.0,0.19574958338789492,10.950695397276428,2.745749583387895
 ,m1166402,0.0,0.0,0.0,0.0,0.0,0.0
2128464c0b,l3048889,0.0,0.19574958338789492,0.0,0.19574958338789492,10.950695397276428,2.745749583387895
 ,m1166407,0.0,0.0,0.0,0.0,0.0,0.0
251859c0b,l2952007,0.0,0.19574958338789492,0.0,0.19574958338789492,10.950695397276428,2.745749583387895
251857c0b,l3064514,0.0,0.19581376357916963,0.0,0.19581376357916963,6.880695397276429,1.7258137635791697
 ,l3048888,0.0,0.1958137635791697,0.0,0.1958137635791697,6.880695397276428,1.72581376357917
 ,m1149249,0.0,0.0,0.0,0.0,0.0,0.0
 ,m1142880,0.0,0.0,0.0,0.0,0.0,0.0
225533423c0b,l2891575,0.0,0.1958137635791697,0.0,0.1958137635791697,6.880695397276428,1.72581376357917
226010605c0b,l2764411,0.0,0.1958137635791697,0.0,0.1958137635791697,6.880695397276428,1.72581376357917
 ,l2767343,0.0,0.1959412432220655,0.0,0.1959412432220655,16.040695397276426,4.025941243222065
356790c0b,l2804957,0.0,0.19565339194642664,0.0,0.19565339194642664,4.850695397276429,1.2156533919464267
 ,l3048937,0.0,0.1958137635791697,0.0,0.1958137635791697,6.880695397276428,1.72581376357917
 ,l3176661,0.0,0.19565339194642664,0.0,0.19565339194642664,4.850695397276429,1.2156533919464267
 ,l2970804,0.0,0.19574958338789497,0.0,0.19574958338789497,10.950695397276428,2.7457495833878953
251858c0b,l2861158,0.0,0.19574958338789492,0.0,0.19574958338789492,10.950695397276428,2.745749583387895
 ,m1166398,0.0,0.0,0.0,0.0,0.0,0.0
 ,l3142050,0.0,0.19453393505904434,0.0,0.19453393505904434,6.880695397276429,1.7145339350590445
 ,m4122657,0.0,0.0,0.0,0.0,0.0,0.0
227411650c0b,l2937757,0.0,0.19574958338789492,0.0,0.19574958338789492,10.950695397276428,2.745749583387895
 ,l3067448,0.0,0.19574958338789492,0.0,0.19574958338789492,10.950695397276428,2.745749583387895
 ,l2763407,0.0,0.19574958338789492,0.0,0.19574958338789492,10.950695397276428,2.745749583387895
 ,l3179637,0.0,0.1959412432220655,0.0,0.1959412432220655,16.040695397276426,4.025941243222065
 ,l3027124,0.0,0.19574958338789492,0.0,0.19574958338789492,10.950695397276428,2.745749583387895
 ,area_13area_74,0.0,0.0,0.0,0.0,0.0,0.0
