name,basekV,latitude,longitude
94,2.4,850.0,2325.0
90,2.4,900.0,2775.0
77,2.4,1375.0,3925.0
86,2.4,725.0,3255.0
99,2.4,2100.0,4350.0
71,2.4,1850.0,4600.0
100,2.4,2100.0,4650.0
93,2.4,1125.0,2325.0
96,2.4,925.0,2025.0
80,2.4,900.0,4025.0
87,2.4,1125.0,3050.0
76,2.4,1375.0,3525.0
69,2.4,1850.0,4000.0
81,2.4,425.0,4025.0
160,2.4,1850.0,3175.0
92,2.4,825.0,2550.0
82,2.4,175.0,4025.0
97,2.4,2100.0,3525.0
67,2.4,1850.0,3525.0
73,2.4,1575.0,3800.0
78,2.4,1375.0,4025.0
83,2.4,175.0,4275.0
160r,2.4,1850.0,3175.0
79,2.4,1375.0,4250.0
75,2.4,1575.0,4550.0
74,2.4,1575.0,4150.0
450,2.4,2100.0,5450.0
95,2.4,1125.0,2025.0
85,2.4,900.0,4700.0
98,2.4,2100.0,3800.0
70,2.4,1850.0,4325.0
91,2.4,1125.0,2550.0
68,2.4,1850.0,3725.0
84,2.4,425.0,4700.0
72,2.4,1575.0,3525.0
89,2.4,1125.0,2775.0
88,2.4,1300.0,2950.0
